车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
丰田 卡罗拉 2017款 改款 1.2T S-CVT GL,严选车,¥8.54,新车指导价12.80万(含税),2017-12,2.03万公里,国五,1.2,0次过户,2019-12,2019-10,已过期,1.2T 116马力 L4,8档无级变速箱(CVT),https://www.guazi.com/sz/560bbddef91e2c20x.htm
别克 君越 2013款 2.4L SIDI领先舒适型,严选车,¥11.43,新车指导价25.60万(含税),2015-09,6.2万公里,国五,2.4,0次过户,2019-9,2019-8,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/651b3aac5fe067d7x.htm
大众 宝来 2015款 质惠版 1.6L 自动舒适型,严选车,¥7.53,新车指导价13.60万(含税),2016-02,2.4万公里,国五,1.6,0次过户,2020-2,2020-1,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/1b0837d0362d76b4x.htm
吉利 帝豪GS 2016款 优雅版 1.8L 手动领尚型,严选车,¥5.29,新车指导价9.00万(含税),2017-12,3.78万公里,国五,1.8,0次过户,2019-12,2019-10,已过期,1.8L 133马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/14e96cd063edb49ax.htm
日产 阳光 2015款 1.5XE CVT舒适版,严选车,¥5.06,新车指导价9.70万(含税),2016-03,4.8万公里,国五,1.5,0次过户,2020-3,2020-2,已过期,1.5L 112马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sz/a137306cce9d747cx.htm
现代 全新胜达 2015款 2.0T 自动四驱智能型 5座,严选车,12.37,原价13.47万,2016-01,5.42万公里,国五,2.0,0次过户,2020-1,2019-12,已过期,2.0T 245马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/94a83ae6d8080d4fx.htm
众泰SR9 2017款 2.0T 自动极致之梦版,严选车,¥7.97,新车指导价17.60万(含税),2017-04,3.69万公里,国五,2.0,0次过户,2021-4,2020-4,已过期,2.0T 190马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/4dff2e45ba0430a2x.htm
传祺GS5 2014款 2.0L 自动两驱周年增值版,严选车,¥5.59,新车指导价17.00万(含税),2015-03,5.6万公里,国四,2.0,0次过户,2021-3,2020-5,已过期,2.0L 147马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/sz/889328685ce03d1cx.htm
现代ix35 2013款 2.0L 自动两驱智能型GLS 国V,严选车,9.19,原价9.49万,2015-11,3.24万公里,国五,2.0,0次过户,2019-11,2019-10,已过期,2.0L 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/2d2ce7dd362e377ax.htm
大众 高尔夫·嘉旅 2016款 280TSI 自动豪华型,严选车,¥11.32,新车指导价20.10万(含税),2016-12,5.7万公里,国五,1.4,0次过户,2020-12,2019-11,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/f4bf7e6cfe38e6acx.htm
马自达CX-4 2016款 2.0L 自动两驱蓝天活力版,严选车,¥11.65,新车指导价16.60万(含税),2016-10,2.9万公里,国五,2.0,0次过户,2020-10,2019-10,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/94e2a865c6f79878x.htm
现代 索纳塔九 2015款 1.6T GLS智能型,严选车,¥10.21,新车指导价21.10万(含税),2016-11,5.94万公里,国五,1.6,0次过户,2020-11,2019-9,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/4611c42401d51e55x.htm
众泰T600 2016款 1.5T 手动尊贵型,严选车,¥4.56,新车指导价10.70万(含税),2016-12,3.97万公里,国五,1.5,0次过户,2020-12,2019-12,已过期,1.5T 162马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/0566be65dcbc6df6x.htm
大众 速腾 2017款 230TSI 自动舒适型,严选车,9.74,原价9.92万,2017-01,6.89万公里,国五,1.4,0次过户,2021-1,2020-1,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/4ddf22d98f08d7efx.htm
吉利 博越 2016款 2.0L 手动智尚型,严选车,¥6.55,新车指导价11.80万(含税),2017-04,1.83万公里,国五,2.0,0次过户,2021-4,2020-4,已过期,2.0L 141马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/af8e1637d7317784x.htm
大众 桑塔纳 2016款 1.4L 手动风尚版,严选车,¥5.66,新车指导价9.20万(含税),2018-11,0.86万公里,国五,1.4,0次过户,2020-11,2019-10,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/41d3badba6bd2d91x.htm
力帆 迈威 2016款 1.5L 手动精英型,严选车,¥3.26,新车指导价6.50万(含税),2016-12,3.15万公里,国五,1.5,0次过户,2020-12,2019-11,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/204a3003a445db56x.htm
开瑞K50 2015款 1.5L 手动豪华型,严选车,¥2.86,新车指导价6.80万(含税),2015-04,4.65万公里,国五,1.5,0次过户,2021-4,2020-3,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/3e885ab20192c410x.htm
马自达6 2015款 2.0L 自动经典型,严选车,¥8.19,新车指导价15.20万(含税),2016-01,5.64万公里,国五,2.0,0次过户,2020-1,2019-12,已过期,2.0L 147马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/sz/7283d9d4fcba3964x.htm
比亚迪L3 2015款 节能版 1.5L 自动舒适型,严选车,3.17,原价3.3万,2015-09,2.16万公里,国五,1.5,0次过户,2019-9,2019-8,已过期,1.5L 109马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/3e7be375b3d100a4x.htm
宝骏560 2016款 1.5T 手动舒适型,严选车,¥4.45,新车指导价8.20万(含税),2016-10,2.58万公里,国五,1.5,0次过户,2020-10,2019-9,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/2955e8446e3ee7a1x.htm
大众 帕萨特 2016款 330TSI DSG御尊版,严选车,¥14.51,新车指导价26.50万(含税),2016-09,9.16万公里,国五,1.8,0次过户,2020-9,2019-7,已过期,1.8T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/47429e6074ec629dx.htm
海马V70 2016款 1.5T 自动适·畅型 6座,严选车,¥6.09,新车指导价12.40万(含税),2017-03,2.59万公里,国五,1.5,0次过户,2021-3,2020-3,已过期,1.5T 156马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/04a85fd573b5b369x.htm
宝马3系 2017款 320Li 时尚型,严选车,¥22.74,新车指导价35.40万(含税),2018-02,4.43万公里,国五,2.0,0次过户,2020-2,2019-6,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/34ec422ca26f9174x.htm
日产 轩逸 2012款 经典 1.6XE 手动舒适版,严选车,¥4.94,新车指导价10.80万(含税),2015-07,5.57万公里,国五,1.6,0次过户,2019-7,2019-6,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/d2ecfe801217a35cx.htm
江淮 瑞风S2 2017款 1.5L 手动豪华智能型,严选车,¥3.60,新车指导价6.80万(含税),2017-04,1.87万公里,国五,1.5,0次过户,2021-4,2019-5,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/f00b59f0bbd4f298x.htm
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,严选车,¥7.37,新车指导价12.50万(含税),2016-09,3.43万公里,国五,1.5,0次过户,2020-9,2019-9,已过期,1.5L 117马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/9121d4b2de8eb96ax.htm
北汽幻速H2 2015款 1.5L 手动豪华型BJ415C,严选车,¥2.96,新车指导价6.70万(含税),2016-01,2.93万公里,国五,1.5,0次过户,2020-1,2020-1,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/5e41e6a41b84d344x.htm
本田 思域 2016款 220TURBO CVT尊贵版,严选车,12.80,原价13.09万,2017-08,1.49万公里,国五,1.5,0次过户,2019-8,2019-7,已过期,1.5T 177马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sz/a21861c337e3ba48x.htm
MG 锐腾 2015款 1.5TGI TST豪华版,严选车,¥7.09,新车指导价16.20万(含税),2015-06,2.75万公里,国五,1.5,0次过户,2021-6,2019-7,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/0a780399efd3fab5x.htm
马自达CX-4 2018款 2.0L 自动两驱蓝天探索版,严选车,¥11.92,新车指导价17.50万(含税),2017-10,2.68万公里,国五,2.0,0次过户,2019-10,2019-9,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/60d5854253d51ae3x.htm
现代 名图 2017款 1.8L 自动智能型GLS,严选车,9.50,原价9.77万,2017-11,2.47万公里,国五,1.8,0次过户,2019-11,2019-11,2019-10,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/115f956163981e3bx.htm
马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型,严选车,¥9.23,新车指导价15.10万(含税),2015-12,2.64万公里,国五,1.5,0次过户,2019-12,2020-5,2020-5,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/c0030f406d949af2x.htm
奥迪Q3 2017款 35 TFSI 风尚型,严选车,¥19.18,新车指导价33.70万(含税),2017-10,1.51万公里,国五,2.0,0次过户,2019-10,2019-7,2019-7,2.0T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/bcf31ce6f486e9f7x.htm
本田 思域 2016款 180TURBO CVT舒适版,严选车,¥10.15,新车指导价13.90万(含税),2017-04,2.97万公里,国五,1.0,0次过户,2021-4,2020-4,已过期,1.0T 125马力 L3,无级变速档无级变速箱(CVT),https://www.guazi.com/sz/1a17a22372794738x.htm
吉利 远景SUV 2016款 1.8L 手动豪华型,严选车,¥5.01,新车指导价8.90万(含税),2017-01,1.64万公里,国五,1.8,0次过户,2021-1,2019-12,已过期,1.8L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/9142fbbb11cb5912x.htm
海马 福美来 2016款 1.6L 手动品尚型升级版,严选车,¥3.86,新车指导价8.60万(含税),2016-03,5.11万公里,国五,1.6,0次过户,2020-3,2020-3,已过期,1.6L 125马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/396ef249010d412fx.htm
江淮 瑞风S3 2017款 1.5L 手动豪华智能型,严选车,¥3.83,新车指导价7.40万(含税),2016-11,1.41万公里,国五,1.5,0次过户,2020-11,2019-6,已过期,1.5L 113马力 L4,6档手动变速箱(MT),https://www.guazi.com/sz/34c4c9ceb8de6f00x.htm
奔驰CLA级 2017款 CLA 220 4MATIC(进口),严选车,¥25.59,新车指导价34.60万(含税),2017-10,0.93万公里,国五,2.0,0次过户,2019-10,2019-9,已过期,2.0T 184马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/2f9137f971635473x.htm
比亚迪 速锐 2015款 改款 1.5L 手动豪华型,严选车,3.32,原价3.37万,2016-04,6.88万公里,国五,1.5,0次过户,2020-4,2020-3,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/9f249df11371d5c5x.htm
东风风行 菱智 2016款 M3 1.6L 7座舒适型 国V,严选车,¥3.68,新车指导价7.80万(含税),2016-01,3.91万公里,国五,1.6,0次过户,2020-1,2019-12,已过期,1.6L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/118531bf0b805e18x.htm
起亚KX3 2017款 1.6L 自动傲雅15周年特别版,严选车,¥8.31,新车指导价15.30万(含税),2017-01,2.95万公里,国五,1.6,0次过户,2021-1,2019-12,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/331370a6920a74cfx.htm
大众 速腾 2015款 230TSI 自动舒适型,严选车,¥10.32,新车指导价17.50万(含税),2016-08,3.11万公里,国五,1.4,0次过户,2020-8,2019-6,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/f237513a9ad98b6cx.htm
比亚迪 元 2016款 1.5L 手动尊贵型,严选车,¥4.29,新车指导价7.60万(含税),2017-06,2.46万公里,国五,1.5,0次过户,2019-6,2019-6,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/f2bc99f3f70c518ax.htm
吉利 远景 2017款 1.5L 自动幸福版,严选车,¥4.15,新车指导价7.30万(含税),2017-06,1.78万公里,国五,1.5,0次过户,2021-6,2020-5,已过期,1.5L 109马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sz/9aafcab04dc40843x.htm
传祺GS5 Super 2015款 2.0L 手动两驱舒适版,严选车,¥4.67,新车指导价13.80万(含税),2015-05,9.7万公里,国五,2.0,0次过户,2021-5,2019-9,已过期,2.0L 147马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/dfd4c928de803537x.htm
讴歌RDX 2013款 3.0L 两驱精英版(进口),严选车,¥16.79,新车指导价47.70万(含税),2014-08,8.83万公里,国四,3.0,0次过户,2020-8,2019-8,已过期,3.0L 267马力 V6,6档手自一体变速箱(AT),https://www.guazi.com/sz/c9d80255624263d0x.htm
传祺GS4 2017款 235T 自动两驱豪华智联版,严选车,¥8.43,新车指导价15.60万(含税),2017-04,2.24万公里,国五,1.5,0次过户,2021-4,2020-4,已过期,1.5T 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/4bbc3159f20f3c56x.htm
本田 雅阁 2014款 2.4L EX 豪华版,严选车,¥13.83,新车指导价24.90万(含税),2015-02,6.1万公里,国四,2.4,0次过户,2021-2,2019-6,已过期,2.4L 186马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sz/23061921ccc357b6x.htm
斯柯达 明锐 2017款 1.6L 自动创行版,严选车,¥7.81,新车指导价15.40万(含税),2016-08,2.35万公里,国五,1.6,0次过户,2020-8,2019-8,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/3d1e9997ccf39fd8x.htm
东风风行 风行S500 2016款 1.5L 手动豪华型,严选车,3.30,原价3.35万,2016-01,6.57万公里,国五,1.5,0次过户,2020-1,2019-12,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/6906c5f993ceb3a7x.htm
长安商用 2015款 1.5L金欧诺精英型,严选车,¥2.66,新车指导价5.50万(含税),2016-04,3.27万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/715bf253bb2dd9cbx.htm
别克 英朗 2018款 15T 双离合精英型 国V,严选车,¥7.34,新车指导价13.80万(含税),2018-01,3.06万公里,国五,1.0,0次过户,2020-1,2019-12,已过期,1.0T 125马力 L3,6档双离合变速箱(DCT),https://www.guazi.com/sz/6a36d44cac34c691x.htm
DS 6 2018款 30THP 尊贵型,严选车,¥13.93,新车指导价25.00万(含税),2018-08,0.59万公里,国五,1.6,0次过户,2020-8,2019-7,已过期,1.6T 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/54af7a9ae4642543x.htm
DS 5 2014款 1.6T 豪华版THP160,严选车,¥11.38,新车指导价26.50万(含税),2016-05,5.3万公里,国五,1.6,0次过户,2020-5,2020-4,已过期,1.6T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/ef2d73f2c92cb790x.htm
宝骏310 2016款 1.2L 手动舒适型,严选车,¥2.75,新车指导价4.30万(含税),2017-06,2.3万公里,国五,1.2,0次过户,2021-6,2019-6,已过期,1.2L 82马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/5a9fcfc8d28b7002x.htm
凯迪拉克ATS-L 2014款 25T 舒适型,降价急售,¥15.38,新车指导价31.30万(含税),2016-01,5.57万公里,国五,2.0,1次过户,2020-1,2020-3,已过期,2.0T 230马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/bd94270e082daec8x.htm
陆风X5 2014款 2.0T 自动创享版,严选车,4.58,原价4.84万,2015-01,3.29万公里,国四,2.0,0次过户,2021-1,2020-4,已过期,2.0T 190马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/d5c3b81cb9559245x.htm
现代 全新胜达 2013款 2.4L 自动四驱智能型,,¥11.46,新车指导价28.20万(含税),2013-03,9.83万公里,国四,2.4,1次过户,2020-3,2020-4,已过期,2.4L 189马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/2d3e7eb09c707bb9x.htm
比亚迪F3 2015款 节能版 1.5L 手动豪华型,严选车,¥2.66,新车指导价6.10万(含税),2015-06,3.72万公里,国五,1.5,0次过户,2021-6,2019-6,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/691a2325674a53a1x.htm
现代ix35 2015款 2.0L 自动两驱智能型 国V,严选车,¥9.46,新车指导价19.20万(含税),2016-05,2.51万公里,国五,2.0,0次过户,2020-5,2019-5,已过期,2.0L 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/fd76941942be985bx.htm
丰田 汉兰达 2017款 2.0T 四驱至尊版 7座,准新车,¥33.33,,2018-04,1.55万公里,国五,2.0,0次过户,2020-4,2020-3,已过期,2.0T 220马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/f9ffa897f6cbcb54x.htm
海马S5 2016款 1.5T CVT创享版,严选车,¥5.75,新车指导价10.80万(含税),2017-04,3.07万公里,国五,1.5,0次过户,2021-4,2020-4,已过期,1.5T 163马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sz/4a7e0f3df57067d8x.htm
别克GL8 2014款 2.4L CT豪华商务舒适版,降价急售,¥14.48,新车指导价31.50万(含税),2014-12,5.72万公里,国五,2.4,0次过户,2020-12,2019-12,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/shaoxing/97056321fc493d19x.htm
别克 君威 2014款 2.0L 领先时尚型,降价急售,¥8.60,新车指导价19.40万(含税),2014-12,5.03万公里,国四,2.0,0次过户,2020-12,2019-12,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/su/79e35229b0807506x.htm
大众 桑塔纳 2015款 浩纳 1.6L 自动舒适型,严选车,¥7.36,新车指导价12.80万(含税),2016-10,1.51万公里,国五,1.6,0次过户,2020-10,2019-9,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/sz/3bd55d52d429caf8x.htm
荣威RX5 2016款 20T 两驱自动旗舰版,严选车,¥7.73,新车指导价15.10万(含税),2017-04,4.64万公里,国五,1.5,0次过户,2021-4,2020-3,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sz/b4f9da4a7bd48d53x.htm
标致301 2016款 1.6L 自动舒适版,严选车,¥5.57,新车指导价10.60万(含税),2016-07,2.55万公里,国五,1.6,0次过户,2020-7,2019-7,已过期,1.6L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/b53f9b681330f922x.htm
传祺GA6 2015款 1.8T 自动舒适型,降价急售,¥5.63,新车指导价14.10万(含税),2015-07,6.01万公里,国五,1.8,0次过户,2019-10,2019-7,已过期,1.8T 177马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/anshan/d2fb2e3a4f658d01x.htm
丰田 卡罗拉 2014款 1.6L 手动GL,0过户,¥6.50,新车指导价11.70万(含税),2015-07,5.7万公里,国四,1.6,0次过户,2019-7,2019-7,2019-7,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/ty/c271e0b8d8aba437x.htm
别克 君越 2014款 2.0T SIDI 精英技术型,0过户,¥15.63,新车指导价29.30万(含税),2015-10,2.45万公里,国五,2.0,0次过户,2019-10,2019-9,已过期,2.0T 254马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cs/227ab4ac3bea09f3x.htm
MG6 2012款 掀背 1.8L 自动驾值版,0过户,¥4.20,新车指导价15.10万(含税),2012-10,6.09万公里,国四,1.8,0次过户,2019-10,2019-10,已过期,1.8L 133马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/hrb/5bc6cae9cc9db0cdx.htm
沃尔沃V40 2016款 T3 智逸版(进口),0过户,¥12.50,新车指导价26.60万(含税),2015-12,9.11万公里,国五,1.5,0次过户,2019-12,2019-11,2019-11,1.5T 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/86cf29b7c1080a5dx.htm
别克 英朗 2013款 XT 1.6L 自动时尚版,降价急售,¥5.70,新车指导价16.30万(含税),2014-10,3.34万公里,国四,1.6,1次过户,2020-10,2019-9,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/weifang/4336b53fe70f3904x.htm
雪铁龙 世嘉 2013款 三厢 1.6L 手动品尚型,严选车,3.62,原价3.81万,2014-09,9.92万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/a09f4c73ea63cbdcx.htm
雪佛兰 科鲁兹 2012款 1.6L SE MT,降价急售,¥4.55,新车指导价13.00万(含税),2012-12,6.09万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/yantai/88ae0e295fee7b28x.htm
本田 锋范经典 2012款 1.5L 手动舒适版,严选车,4.55,原价5.1万,2014-04,3.4万公里,国四,1.5,0次过户,2020-4,2019-4,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/2f19211afa79c385x.htm
斯柯达 昕锐 2013款 1.6L 自动智选型,0过户,¥5.80,新车指导价11.50万(含税),2014-06,6.13万公里,国四,1.6,0次过户,2020-6,2019-6,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/xa/9fb0484ecf87a7b7x.htm
起亚K2 2012款 三厢 1.4L MT TOP纪念版,降价急售,¥3.90,新车指导价9.20万(含税),2013-04,7.98万公里,国四,1.4,1次过户,2020-4,2020-4,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/d3a5cfc5cc9bedb9x.htm
宝马5系 2013款 520Li 典雅型,0过户,¥23.00,新车指导价46.50万(含税),2013-04,8.33万公里,国四,2.0,0次过户,2020-4,2020-4,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/su/1750f92c71cdf425x.htm
雪佛兰 迈锐宝 2017款 1.5T 自动豪华版,严选车,¥10.13,新车指导价19.50万(含税),2018-02,0.95万公里,国五,1.5,0次过户,2020-2,2020-1,已过期,1.5T 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/d91122b62c6f8436x.htm
雪佛兰 科鲁兹 2013款 掀背 1.6L 自动豪华型,严选车,¥5.27,新车指导价14.50万(含税),2014-10,3.73万公里,国五,1.6,0次过户,2020-10,2019-10,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/c036429a32e90328x.htm
哈弗H2 2014款 1.5T 手动两驱精英版,严选车,4.72,原价5.06万,2015-08,7.03万公里,国五,1.5,0次过户,2019-8,2019-8,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/zhongshan/80a88091230593fdx.htm
比亚迪 速锐 2014款 1.5L 手动豪华型,严选车,2.89,原价3.28万,2014-09,3.67万公里,国四,1.5,2次过户,2020-9,2019-9,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/827fecc9738d70e6x.htm
长安 逸动 2015款 XT 1.6L 手动致酷型 国V,严选车,3.63,原价4.21万,2015-11,6.58万公里,国五,1.6,0次过户,2019-11,2019-10,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/3f1529d68ba059bbx.htm
大众 高尔夫 2012款 1.4TSI 自动舒适型,降价急售,¥7.50,新车指导价15.70万(含税),2013-08,14.94万公里,国四,1.4,1次过户,2019-8,2020-1,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/qd/b2267a7ded8294dcx.htm
长安CS35 2015款 1.6L 手动豪华型 国IV,降价急售,¥4.30,新车指导价9.00万(含税),2015-12,4.68万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/e1412493249a1692x.htm
大众 宝来 2012款 1.6L 手动时尚型,0过户,¥3.90,新车指导价11.70万(含税),2011-12,9.97万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/yantai/43670a29e7c027d9x.htm
Smart smart fortwo 2015款 1.0L 52千瓦硬顶灵动版,降价急售,¥8.53,新车指导价12.70万(含税),2017-03,2.86万公里,国五,1.0,0次过户,2021-3,2020-2,已过期,1.0L 71马力 L3,6档双离合变速箱(DCT),https://www.guazi.com/yantai/89352321c7405893x.htm
比亚迪 唐新能源 2015款 2.0T 四驱旗舰型,降价急售,¥12.92,新车指导价30.40万(含税),2016-06,2.91万公里,国五,2.0,0次过户,2020-6,2019-6,已过期,2.0T 205马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/adc5dad96007169bx.htm
荣威RX5 2018款 20T 两驱自动旗舰版,严选车,8.65,原价9.19万,2017-11,3.59万公里,国五,1.5,0次过户,2019-11,2019-10,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/huizhou/70493e7d172ba953x.htm
福特 翼搏 2013款 1.5L 自动尊贵型,严选车,¥6.89,新车指导价13.90万(含税),2016-03,3.78万公里,国五,1.5,0次过户,2020-3,2020-2,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/dg/af2d39bf4c916ecfx.htm
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,降价急售,¥7.50,新车指导价12.50万(含税),2016-11,3.67万公里,国四,1.5,0次过户,2019-12,2019-12,已过期,1.5L 117马力 L4,6档手动变速箱(MT),https://www.guazi.com/linyi/924711947cfa1419x.htm
大众 朗行 2013款 1.4TSI 自动舒适型,降价急售,¥7.60,新车指导价16.40万(含税),2014-03,5.89万公里,国四,1.4,0次过户,2020-3,2020-3,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/tj/daf289b84d545de6x.htm
别克 君越 2013款 2.4L SIDI精英舒适型,严选车,10.58,原价10.97万,2015-10,9.34万公里,国五,2.4,0次过户,2019-10,2019-10,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/ced0d096e41947dex.htm
福特 福克斯 2012款 三厢 1.6L 自动舒适型,降价急售,¥5.00,新车指导价14.20万(含税),2014-01,11.61万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/39a9ad8eab20f021x.htm
比亚迪 速锐 2012款 1.5L 手动豪华型,严选车,¥2.80,新车指导价7.90万(含税),2013-10,6.01万公里,国四,1.5,0次过户,2019-10,2019-9,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/2ae864c20c616cbex.htm
福特 福克斯 2013款 两厢经典 1.8L 手动百万纪念版,0过户,¥5.50,新车指导价11.40万(含税),2016-01,5.01万公里,国四,1.8,0次过户,2020-1,2020-1,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/km/dfd502bb34d41adbx.htm
别克 威朗 2016款 两厢 15S 自动进取型,降价急售,¥7.25,新车指导价15.80万(含税),2016-05,3.32万公里,国五,1.5,0次过户,2020-5,2019-5,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/a7e216f49299d864x.htm
