车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
起亚K3 2013款 1.6L 自动Premium,降价急售,¥5.53,新车指导价15.60万(含税),2013-10,9.76万公里,国四,1.6,2次过户,2019-10,2019-10,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/323b3239ab628cf4x.htm
起亚K4 2014款 1.8L 自动GLS,0过户,¥8.40,新车指导价16.20万(含税),2015-05,6.13万公里,国四,1.8,0次过户,2019-5,2019-7,已过期,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/qd/714cab9a6336c5f0x.htm
奔驰GLK级 2012款 GLK 300 4MATIC 豪华型,降价急售,¥16.50,新车指导价60.50万(含税),2012-11,10.38万公里,国四,3.0,1次过户,2019-11,2019-12,已过期,3.0L 245马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/langfang/56ed8e8e3fd8bac2x.htm
大众 帕萨特 2011款 1.8TSI 自动尊荣版,降价急售,¥12.92,新车指导价23.40万(含税),2012-05,8.62万公里,国四,1.8,0次过户,2020-5,2020-5,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/0b470ba209912e57x.htm
福特 翼虎 2015款 2.0L GTDi 四驱运动型,严选车,¥13.66,新车指导价28.50万(含税),2016-03,7.6万公里,国五,2.0,0次过户,2020-3,2019-4,已过期,2.0T 242马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/721b645c0ada3640x.htm
现代 悦动 2011款 1.6L 手动豪华型,降价急售,¥4.70,新车指导价11.90万(含税),2014-12,5.07万公里,国四,1.6,0次过户,2020-12,2019-11,已过期,1.6L 123马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/05e27d86c799eb41x.htm
大众 高尔夫 2012款 1.6 自动舒适型,降价急售,¥7.66,新车指导价14.40万(含税),2014-07,6.39万公里,国四,1.6,1次过户,2020-7,2019-9,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/anshan/6294adce680ef351x.htm
雪铁龙 C4世嘉 2016款 1.6L 自动豪华型,降价急售,¥5.98,新车指导价13.00万(含税),2016-11,2.94万公里,国五,1.6,0次过户,2020-11,2019-11,2019-11,1.6L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/5945ce81354bec15x.htm
日产 逍客 2015款 2.0XL 酷火 CVT 2WD,0过户,¥8.00,新车指导价18.10万(含税),2015-02,9.96万公里,国五,2.0,0次过户,2021-2,2020-2,已过期,2.0L 144马力 L4,6档无级变速箱(CVT),https://www.guazi.com/weifang/5cae7cf2fff75204x.htm
大众 桑塔纳 2013款 1.4L 手动舒适版,降价急售,¥4.00,新车指导价10.70万(含税),2014-09,9.79万公里,国四,1.4,0次过户,2020-9,2019-9,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/nmg/c2164746672ca94cx.htm
东风风行 景逸S50 2014款 1.6L CVT尊享型,0过户,¥4.50,新车指导价9.50万(含税),2016-03,2.01万公里,国四,1.6,0次过户,2020-3,2020-3,已过期,1.6L 122马力 L4,6档无级变速箱(CVT),https://www.guazi.com/baotou/289d740d2ee36c66x.htm
别克GL8 2014款 2.4L 舒适版,降价急售,¥10.40,新车指导价24.70万(含税),2014-09,12.87万公里,国五,2.4,2次过户,2020-9,2019-12,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/41513ccea82d5d90x.htm
丰田 汉兰达 2012款 2.7L 两驱7座豪华版,0过户,¥20.90,新车指导价32.40万(含税),2013-12,3.54万公里,国四,2.7,0次过户,2019-12,2020-1,已过期,2.7L 188马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/71c7288612b82a7cx.htm
别克 昂科拉 2014款 1.4T 手动两驱都市运动型,降价急售,¥6.50,新车指导价18.40万(含税),2014-10,8.24万公里,国四,1.4,0次过户,2020-10,2020-9,2020-9,1.4T 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/bj/a62157bfaefd4f3fx.htm
奇瑞 风云2 2013款 两厢 1.5L 手动锐意版,降价急售,¥2.60,新车指导价5.60万(含税),2015-06,1.51万公里,国五,1.5,0次过户,2019-6,2019-7,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/0660e396af4c1810x.htm
北汽绅宝 绅宝D50 2014款 1.5L 手动舒适版,0过户,¥3.90,新车指导价8.90万(含税),2015-07,6.96万公里,国五,1.5,0次过户,2019-7,2019-7,2019-7,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/cf50bcc3f2790fb1x.htm
现代 瑞奕 2014款 1.6L 自动TOP,0过户,¥4.50,新车指导价10.80万(含税),2014-06,7.02万公里,国四,1.6,0次过户,2020-6,2019-7,已过期,1.6L 123马力 L4,4档自动变速箱(AT),https://www.guazi.com/zz/d18aab291f8c4521x.htm
雪铁龙C3-XR 2015款 1.6L 手动先锋型,降价急售,¥6.05,新车指导价12.80万(含税),2015-04,5.12万公里,国五,1.6,0次过户,2019-4,2019-4,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/tj/9e7e4f3590045f4fx.htm
凯迪拉克SRX 2015款 3.0L 舒适型(进口),0过户,¥23.96,新车指导价43.40万(含税),2016-04,2.96万公里,国五,3.0,0次过户,2020-4,2020-4,已过期,3.0L 271马力 V6,6档手自一体变速箱(AT),https://www.guazi.com/wei/8927bac46fec05d7x.htm
路虎 神行者2 2013款 2.0T Si4 HSE汽油版(进口),0过户,¥25.00,新车指导价64.90万(含税),2013-01,4.16万公里,国四,2.0,0次过户,2020-1,2020-1,已过期,2.0T 240马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/ba30363e0b108d6dx.htm
现代 索纳塔八 2013款 2.0L 自动尊贵版,降价急售,¥7.60,新车指导价21.60万(含税),2013-10,12.04万公里,国五,2.0,1次过户,2020-1,2020-1,已过期,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/593412c33d7209b5x.htm
雪铁龙C3-XR 2015款 1.6L 自动先锋型,降价急售,¥6.25,新车指导价13.90万(含税),2016-06,4.27万公里,国五,1.6,0次过户,2020-6,2020-6,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/bj/5c3b755a7f88cf5bx.htm
中华H230 2012款 1.5L AMT天窗型,降价急售,¥3.00,新车指导价7.50万(含税),2014-06,5.98万公里,国四,1.5,1次过户,2020-6,2019-6,已过期,1.5L 105马力 L4,6档机械式自动变速箱(AMT),https://www.guazi.com/sy/ec593eaeb23c06c7x.htm
现代 朗动 2015款 1.6L 手动领先型,降价急售,¥5.41,新车指导价12.60万(含税),2015-03,5.2万公里,国四,1.6,0次过户,2021-3,2020-3,已过期,1.6L 128马力 L4,6档手动变速箱(MT),https://www.guazi.com/suqian/1e33fd4a296e4a9cx.htm
福特 翼搏 2013款 1.5L 自动尊贵型,严选车,6.12,原价6.3万,2015-06,2.1万公里,国五,1.5,0次过户,2019-6,2019-6,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/langfang/5ae652905e4de85dx.htm
铃木 天语 SX4 2012款 1.6L 自动锐骑型,降价急售,¥5.00,新车指导价10.80万(含税),2013-03,4.86万公里,国四,1.6,1次过户,2020-3,2020-3,已过期,1.6L 109马力 L4,4档自动变速箱(AT),https://www.guazi.com/dl/cf6ae22f4614d3bex.htm
比亚迪G6 2011款 2.0L 手动尊贵型,降价急售,¥3.00,新车指导价9.60万(含税),2012-02,3.62万公里,国四,2.0,0次过户,2020-2,2020-1,已过期,2.0L 140马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/1538afb897fae97ax.htm
现代 索纳塔九 2015款 1.6T GLX领先型,0过户,¥12.50,新车指导价22.60万(含税),2015-10,6.5万公里,国四,1.6,0次过户,2019-10,2019-10,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/jn/3bfd6ef817ea5241x.htm
哈弗H6 2013款 升级版 1.5T 手动两驱精英型,降价急售,¥4.80,新车指导价12.60万(含税),2014-01,7.9万公里,国四,1.5,0次过户,2020-1,2020-1,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/linyi/180e89e9ea82a018x.htm
大众 朗逸 2011款 1.6L 手动品雅版,0过户,¥4.20,新车指导价13.30万(含税),2012-05,8.37万公里,国四,1.6,0次过户,2020-5,2020-4,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/eee7dfd4d320126bx.htm
东风风神AX3 2016款 1.5L 手动尚酷型,0过户,¥4.40,新车指导价7.60万(含税),2017-03,2.9万公里,国五,1.5,0次过户,2021-3,2020-2,已过期,1.5L 116马力 L4,5档手动变速箱(MT),https://www.guazi.com/langfang/ee12fcc6611bdd21x.htm
奔腾X80 2015款 2.0L 自动舒适周年纪念型,降价急售,¥6.25,新车指导价14.30万(含税),2015-04,8.15万公里,国四,2.0,1次过户,2020-4,2019-11,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/ty/b42dc8f3eed5bcaex.htm
雪铁龙C4L 2014款 1.6THP 智驱版 自动劲智型,0过户,¥8.80,新车指导价18.40万(含税),2015-04,3.1万公里,国五,1.6,0次过户,2019-4,2020-4,2020-4,1.6T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/qd/483f5c97e8dfd1edx.htm
日产 天籁 2016款 2.0L XL-Upper智尚版,降价急售,¥14.59,新车指导价21.30万(含税),2017-09,1.45万公里,国五,2.0,0次过户,2019-9,2019-9,已过期,2.0L 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/bj/980fd4a159e5bb70x.htm
凯迪拉克ATS-L 2017款 28T 技术型,降价急售,¥21.00,新车指导价29.70万(含税),2018-06,1.26万公里,国五,2.0,0次过户,已过期,2019-6,已过期,2.0T 279马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/bj/52e4f4bc7f40a5c5x.htm
别克 凯越 2011款 1.6LX-AT,严选车,2.93,原价2.97万,2011-12,7.37万公里,国四,1.6,2次过户,2019-12,2019-12,2019-1,1.6L 110马力 L4,4档自动变速箱(AT),https://www.guazi.com/langfang/89be6e37643eb14bx.htm
福特 福克斯 2012款 两厢 1.6L 自动舒适型,0过户,¥6.50,新车指导价14.20万(含税),2014-02,5.65万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/jn/f01fcdc1551ba474x.htm
奔驰 威霆 2016款 2.0T 商务版,严选车,27.39,原价29.93万,2018-03,2.2万公里,国五,2.0,0次过户,2020-3,2020-4,已过期,2.0T 211马力 L4,7档手自一体变速箱(AT),https://www.guazi.com/bj/4912f954f2636c76x.htm
铃木 雨燕 2011款 1.5L 自动运动版,0过户,¥4.00,新车指导价10.00万(含税),2011-07,4.06万公里,国四,1.5,0次过户,2019-7,2019-7,已过期,1.5L 103马力 L4,4档自动变速箱(AT),https://www.guazi.com/jn/00e75496409e810ax.htm
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,降价急售,¥10.50,新车指导价21.40万(含税),2014-08,1.36万公里,国四,2.0,0次过户,2020-8,2019-8,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jn/cf75b7aa31525f7dx.htm
Jeep 自由光 2016款 2.4L 优越版,降价急售,¥15.63,新车指导价29.90万(含税),2017-05,3.37万公里,国五,2.4,0次过户,2019-5,2019-5,已过期,2.4L 175马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/bj/ba2f058f421b5825x.htm
起亚KX5 2016款 1.6T 自动两驱DLX,降价急售,¥11.50,新车指导价19.20万(含税),2016-07,2.48万公里,国五,1.6,0次过户,2020-7,2019-7,已过期,1.6T 177马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/36ecb6d7bb66a1abx.htm
别克 君威 2015款 1.6T 领先技术型,降价急售,¥10.20,新车指导价20.60万(含税),2014-12,4.83万公里,国五,1.6,0次过户,2020-12,2019-12,已过期,1.6T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/qd/4af4e21debaf3bbfx.htm
宝马X1 2016款 xDrive20Li 豪华型,降价急售,¥23.75,新车指导价41.80万(含税),2017-03,2.26万公里,国五,2.0,2次过户,2020-3,2019-7,已过期,2.0T 192马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/bj/8b1501d8fe72ec5fx.htm
雷克萨斯ES 2013款 250 精英版,0过户,¥21.80,新车指导价39.00万(含税),2013-11,5.65万公里,国四,2.5,0次过户,2019-11,2019-10,已过期,2.5L 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jn/e853ddc2570246f6x.htm
丰田 威驰FS 2017款 1.5L CVT锋驰版,0过户,¥6.98,新车指导价9.30万(含税),2017-11,1.03万公里,国五,1.5,0次过户,2019-11,2019-11,已过期,1.5L 107马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sjz/82a91c9a8048f9c1x.htm
奇瑞 瑞虎3 2015款 1.6L CVT智尚纪念版,降价急售,¥5.25,新车指导价9.80万(含税),2016-01,2.51万公里,国五,1.6,0次过户,2020-1,2020-1,已过期,1.6L 126马力 L4,7档无级变速箱(CVT),https://www.guazi.com/tj/85db28dd2471861cx.htm
大众CC 2015款 2.0TSI 至尊型,降价急售,¥15.80,新车指导价33.00万(含税),2015-07,5.36万公里,国五,2.0,0次过户,2019-7,2019-7,已过期,2.0T 200马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/bj/386393aaf9be133fx.htm
哈弗H6 2014款 升级版 1.5T 手动两驱精英型,降价急售,¥6.24,新车指导价13.00万(含税),2014-10,3.55万公里,国四,1.5,0次过户,2020-10,2019-10,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/qd/2f3399558bdddb22x.htm
起亚K3 2015款 1.6L 自动GL,降价急售,¥6.46,新车指导价12.20万(含税),2015-11,4.56万公里,国四,1.6,1次过户,2019-11,2019-12,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jn/102d3f9f80a1a1e7x.htm
雪铁龙 世嘉 2016款 经典 三厢 1.6L 手动品尚型,降价急售,¥5.17,新车指导价10.40万(含税),2016-01,4.71万公里,国五,1.6,0次过户,2020-1,2020-4,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/qd/1a1a8e5ff9e05e4ex.htm
大众 桑塔纳 2015款 1.4L 手动风尚版,降价急售,¥4.50,新车指导价9.20万(含税),2016-04,8.13万公里,国五,1.4,0次过户,2020-4,2019-6,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/langfang/2896cdfd5fae064dx.htm
日产 轩逸 2014款 1.6XV CVT尊享版,降价急售,¥8.70,新车指导价15.00万(含税),2015-12,2.97万公里,国五,1.6,0次过户,2019-12,2019-12,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/qd/6fd8f85e53ee2857x.htm
奔驰A级(进口) 2015款 A 180(进口),降价急售,¥13.60,新车指导价27.40万(含税),2015-07,3.93万公里,国五,1.6,1次过户,2019-7,2019-7,已过期,1.6T 122马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/4a0957f779f35cdbx.htm
哈弗H9 2015款 2.0T 四驱豪华型 7座,0过户,¥15.00,新车指导价27.10万(含税),2015-10,3.53万公里,国五,2.0,0次过户,2019-10,2019-9,已过期,2.0T 218马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/ty/a765129ea51be51fx.htm
铃木 雨燕 2011款 1.5L 手动时尚版,降价急售,¥2.90,新车指导价7.60万(含税),2012-04,3.08万公里,国四,1.5,0次过户,2020-4,2020-4,已过期,1.5L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/8077856a5b0cb315x.htm
奇瑞 瑞虎5 2014款 2.0L CVT家悦版,降价急售,¥4.70,新车指导价12.30万(含税),2014-09,5.25万公里,国四,2.0,0次过户,2020-9,2019-9,2019-9,2.0L 139马力 L4,7档无级变速箱(CVT),https://www.guazi.com/nmg/ce2f73fb10fc26e6x.htm
雷克萨斯ES 2015款 200 精英版,0过户,¥24.00,新车指导价30.30万(含税),2015-11,3.8万公里,国五,2.0,0次过户,2019-11,2019-10,已过期,2.0L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/yantai/45ea25dfc1f06ce0x.htm
北汽绅宝 绅宝X65 2015款 2.0T 自动精英型,,¥7.09,新车指导价14.10万(含税),2017-03,2.27万公里,国五,2.0,1次过户,2020-3,2020-4,已过期,2.0T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/182d315492d0945ax.htm
斯柯达 晶锐 2012款 1.4L 自动晶灵版,降价急售,¥4.50,新车指导价10.80万(含税),2013-07,4.02万公里,国四,1.4,0次过户,2019-7,2019-7,已过期,1.4L 86马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/4a9e814310f8e26fx.htm
奥迪A6L 2016款 TFSI 技术型,降价急售,¥26.40,新车指导价45.10万(含税),2016-12,6.47万公里,国五,1.8,0次过户,2020-12,2019-6,已过期,1.8T 190马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/601eab7e3a4a677bx.htm
宝马5系 2014款 525Li 豪华设计套装,0过户,¥30.00,新车指导价54.20万(含税),2015-06,5.94万公里,国五,2.0,0次过户,2019-6,2019-6,已过期,2.0T 218马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/qd/6f6558584e494873x.htm
大众 桑塔纳 2015款 1.6L 手动舒适版,严选车,¥4.68,新车指导价11.30万(含税),2014-09,4.05万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/03918de44ddfd9bbx.htm
沃尔沃XC60 2013款 T5 舒适版(进口),0过户,¥14.00,新车指导价44.50万(含税),2012-12,8.05万公里,国四,2.0,0次过户,2019-12,2019-12,已过期,2.0T 240马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/dl/38f9b5f4e66af6a3x.htm
福特 福睿斯 2015款 1.5L 自动舒适型,0过户,¥5.63,新车指导价11.70万(含税),2015-03,5.57万公里,国五,1.5,0次过户,2020-3,2020-3,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xuzhou/1337139686b844eex.htm
雪佛兰 科鲁兹 2012款 1.8L SE AT,,¥5.30,新车指导价14.90万(含税),2012-02,6.99万公里,国四,1.8,1次过户,2020-2,2020-2,2020-2,1.8L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/c8c4eaad9e2dc4ccx.htm
长城C30 2013款 新视界版 1.5L 手动智尚型,降价急售,¥3.00,新车指导价7.50万(含税),2014-02,7.28万公里,国四,1.5,0次过户,2020-2,2020-2,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/jining/8c550d022f36f213x.htm
日产 奇骏 2014款 2.0L CVT舒适版 2WD,降价急售,¥15.60,新车指导价21.40万(含税),2017-03,1.88万公里,国五,2.0,0次过户,2021-3,2019-6,已过期,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/tj/203242b246456da7x.htm
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,降价急售,¥12.00,新车指导价24.20万(含税),2014-07,6.72万公里,国四,2.0,0次过户,2020-7,2019-7,2019-7,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/0fafe5ad6634406cx.htm
福特 福克斯 2012款 三厢 1.6L 手动风尚型,降价急售,¥5.20,新车指导价14.40万(含税),2014-06,7.62万公里,国四,1.6,0次过户,2020-6,2019-6,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/af808354a7675a7fx.htm
大众POLO 2014款 1.6L 自动舒适版,严选车,¥6.22,新车指导价11.30万(含税),2015-10,3.14万公里,国五,1.6,0次过户,2019-10,2019-10,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/baoding/140477ed1f288a8ex.htm
福特 福克斯 2012款 三厢 1.6L 自动舒适型,降价急售,¥5.70,新车指导价14.20万(含税),2014-11,4.46万公里,国四,1.6,0次过户,2020-11,2019-12,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/ty/28e243817091d265x.htm
Jeep 指南者 2012款 2.0L 两驱豪华版(进口),,¥9.90,新车指导价25.90万(含税),2013-02,5.03万公里,国四,2.0,1次过户,2020-2,已过期,已过期,2.0L 156马力 L4,6档无级变速箱(CVT),https://www.guazi.com/qd/d7e8ea4a58b142e9x.htm
宝马3系 2014款 320Li 时尚型,降价急售,¥19.60,新车指导价38.90万(含税),2015-03,9.9万公里,国五,2.0,1次过户,2021-3,2020-3,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sy/7349b09c5032460fx.htm
现代ix25 2015款 1.6L 自动两驱尊贵型DLX,降价急售,¥9.00,新车指导价17.00万(含税),2016-02,2.4万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/2e4a80d2b2cb8bf0x.htm
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,降价急售,¥7.30,新车指导价19.70万(含税),2013-10,8.82万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/d60144ab135fc77ax.htm
奇瑞 艾瑞泽5 2016款 1.5L CVT领锐版,降价急售,¥5.11,新车指导价8.50万(含税),2016-07,2.64万公里,国五,1.5,0次过户,2020-7,2019-7,2019-7,1.5L 116马力 L4,7档无级变速箱(CVT),https://www.guazi.com/bj/6ea7fe33ec3decfax.htm
现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,降价急售,¥3.39,新车指导价8.60万(含税),2014-01,11.03万公里,国四,1.4,0次过户,2020-1,2019-11,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/weifang/48ea7e5e16956dd5x.htm
奥迪A6L 2014款 TFSI 舒适型,降价急售,¥22.00,新车指导价48.50万(含税),2014-04,13.67万公里,国四,2.0,0次过户,2020-4,2019-4,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/ty/e2b3f8ab94ef090fx.htm
现代ix35 2012款 2.0L 自动两驱精英版GLS,0过户,¥8.34,新车指导价21.30万(含税),2014-01,6.11万公里,国四,2.0,0次过户,2020-1,2020-2,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/wei/6351ac92bf2e86cax.htm
本田 凌派 2015款 1.8L 自动豪华版,0过户,¥9.15,新车指导价14.60万(含税),2015-11,3.62万公里,国四,1.8,0次过户,2019-11,2019-10,2019-10,1.8L 139马力 L4,5档自动变速箱(AT),https://www.guazi.com/sy/9eea02888a6524a2x.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,降价急售,¥5.80,新车指导价14.00万(含税),2014-11,4.37万公里,国四,1.5,2次过户,2020-11,2019-10,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/weifang/73b023095d9bb9c6x.htm
Jeep 指南者 2014款 改款 2.4L 四驱舒适版(进口),0过户,¥11.60,新车指导价26.70万(含税),2014-12,4.01万公里,国四,2.4,0次过户,2020-12,2019-12,已过期,2.4L 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/fc65b655b34f6bbax.htm
丰田 RAV4 2015款 2.5L 自动四驱精英版,0过户,¥16.80,新车指导价26.00万(含税),2015-09,1.82万公里,国五,2.5,0次过户,2019-9,2019-8,已过期,2.5L 180马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/65f592f3bfef8a2bx.htm
奥迪A4L 2013款 35 TFSI 自动标准型,0过户,¥17.70,新车指导价33.60万(含税),2013-10,9.37万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/sy/75f8c6b343d06cc9x.htm
雪铁龙 世嘉 2012款 三厢 1.6L 手动品尚型,降价急售,¥2.57,新车指导价11.60万(含税),2011-12,10.08万公里,国四,1.6,1次过户,2019-12,2019-12,已过期,1.6L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/15d434f633b70f72x.htm
奥迪A8L 2014款 A8L 45 TFSI quattro豪华型(进口),降价急售,¥52.00,新车指导价110.90万(含税),2014-10,7.49万公里,国四,3.0,0次过户,2020-10,2019-10,2019-10,3.0T 290马力 V6,8档手自一体变速箱(AT),https://www.guazi.com/bj/641bf27c6f969a09x.htm
凯迪拉克XTS 2016款 28T 精英型,,¥18.00,新车指导价40.20万(含税),2016-06,5.3万公里,国五,2.0,2次过户,2020-6,2019-6,已过期,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xuzhou/e880f2e2440d895cx.htm
陆风X7 2015款 2.0T 全景尊贵版,降价急售,¥6.88,新车指导价15.20万(含税),2015-09,2.87万公里,国五,2.0,0次过户,2019-9,2019-9,2019-9,2.0T 190马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/wei/5f73b0fa778c55c3x.htm
标致508 2013款 2.0L 两周年纪念 自动天窗经典版,降价急售,¥7.70,新车指导价19.70万(含税),2014-02,7.09万公里,国四,2.0,0次过户,2020-2,2020-2,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xinxiang/75122d29b13c6a8cx.htm
别克 凯越 2013款 1.5L 手动经典型,降价急售,¥3.90,新车指导价10.50万(含税),2014-08,8.14万公里,国四,1.5,0次过户,2020-8,2019-8,2019-8,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/7e26b71651e3da77x.htm
宝骏560 2015款 1.8L 手动舒适型,0过户,¥4.70,新车指导价8.30万(含税),2015-11,4.54万公里,国四,1.8,0次过户,2019-11,2019-11,已过期,1.8L 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/jn/376dacd8800c5e24x.htm
奔驰GLA级 2016款 GLA 200 动感型,降价急售,¥19.78,新车指导价29.30万(含税),2016-10,5.28万公里,国五,1.6,0次过户,2020-10,2019-10,2019-10,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/4556e7ac5ebcfa5cx.htm
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,0过户,¥8.34,新车指导价14.80万(含税),2016-07,5.88万公里,国五,1.5,0次过户,2020-7,2019-7,已过期,1.5T 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/66952620bdeaa182x.htm
别克 君威 2013款 1.6T 自动精英运动版,降价急售,¥7.41,新车指导价22.80万(含税),2013-08,8.96万公里,国四,1.6,1次过户,2019-8,2019-12,已过期,1.6T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xuzhou/ba5083100e2479a0x.htm
现代ix25 2015款 1.6L 自动两驱尊贵型DLX,降价急售,¥9.68,新车指导价17.00万(含税),2016-03,3.96万公里,国五,1.6,0次过户,2020-3,2020-3,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xuzhou/5a095f3a62e5d3fdx.htm
DS 5 2014款 1.6T 雅致版THP200,降价急售,¥10.21,新车指导价25.70万(含税),2014-03,9.35万公里,国四,1.6,0次过户,2020-3,2020-3,已过期,1.6T 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/f933a7c3aa9cc68ex.htm
大众 速腾 2014款 改款 1.6L 手动舒适型,降价急售,¥7.15,新车指导价15.10万(含税),2015-03,4.11万公里,国四,1.6,0次过户,2021-3,2020-3,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/b245c037e1ce8b3bx.htm
