车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
奔腾X80 2013款 2.0L 自动舒适型,降价急售,¥6.15,新车指导价14.50万(含税),2014-07,4.58万公里,国四,2.0,0次过户,2020-7,2019-8,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/luoyang/29652fd007f5c38cx.htm
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,0过户,¥8.13,新车指导价16.30万(含税),2015-06,7.94万公里,国五,1.4,0次过户,2019-6,2019-6,2019-6,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/km/f51a0c22dff401aax.htm
哈弗H1 2015款 1.5L 手动豪华型,降价急售,¥4.35,新车指导价7.90万(含税),2014-12,3.74万公里,国四,1.5,0次过户,2020-12,2019-12,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/57dec78e25cbfcccx.htm
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,降价急售,¥11.00,新车指导价24.20万(含税),2014-11,5.85万公里,国四,2.0,0次过户,2020-11,2019-11,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/89895b0a0e32ae09x.htm
北汽幻速H3 2015款 1.5L 手动豪华型,降价急售,¥3.30,新车指导价6.80万(含税),2016-01,6.28万公里,国五,1.5,0次过户,2020-6,2019-12,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/443a7509217e1fcdx.htm
别克 昂科威 2016款 28T 四驱精英型,,¥15.08,新车指导价29.30万(含税),2016-09,5.53万公里,国五,2.0,1次过户,2020-6,2019-8,2019-8,2.0T 260马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/d9abcbfc27956739x.htm
大众 朗逸 2013款 改款经典 1.6L 手动舒适版,0过户,¥6.78,新车指导价13.70万(含税),2015-01,8.98万公里,国四,1.6,0次过户,2021-1,2020-1,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/su/f533b46d84245e1bx.htm
别克 凯越 2013款 1.5L 自动经典型,降价急售,¥4.20,新车指导价11.10万(含税),2013-09,9.33万公里,国四,1.5,0次过户,2019-9,2019-9,已过期,1.5L 113马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sjz/6885c5ffee1632e8x.htm
日产 天籁 2016款 改款 2.0L XL舒适版,降价急售,¥14.60,新车指导价20.30万(含税),2017-07,3.48万公里,国五,2.0,0次过户,2019-7,2019-7,已过期,2.0L 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/zhuhai/ef0fb951d3552c90x.htm
现代ix35 2012款 2.0L 自动两驱精英版GLS,降价急售,¥7.50,新车指导价21.30万(含税),2012-12,8.62万公里,国四,2.0,0次过户,2019-12,2020-1,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/2a3287790d1c11cex.htm
日产 蓝鸟 2016款 1.6L CVT智酷版,准新车,¥9.90,新车指导价14.30万(含税),2018-02,0.69万公里,国五,1.6,0次过户,2020-2,2022-2,2022-2,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/hrb/b802f8ea05b38f0dx.htm
大众POLO 2013款 1.6L 自动豪华版,,¥5.50,新车指导价13.40万(含税),2012-12,3.2万公里,国四,1.6,1次过户,2019-12,2019-12,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xm/65b1a114d2f730c1x.htm
雪佛兰 科鲁兹 2013款 1.6L SE MT,降价急售,¥4.00,新车指导价13.00万(含税),2013-11,5.9万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/su/47250675fe86d932x.htm
大众 速腾 2012款 1.4TSI 自动豪华型,降价急售,¥6.88,新车指导价18.20万(含税),2013-08,12.78万公里,国四,1.4,0次过户,2019-8,2019-8,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/tj/5443baf871486d9fx.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,0过户,¥7.10,新车指导价14.00万(含税),2015-02,4.3万公里,国四,1.5,0次过户,2021-6,2020-2,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/cs/7c897cad1d32b279x.htm
五菱宏光 2014款 1.5L S舒适型,0过户,¥3.60,新车指导价7.10万(含税),2015-10,7.88万公里,国四,1.5,0次过户,2019-10,2019-10,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/xm/4c3cc9535150ab5bx.htm
标致408 2015款 1.2T 自动豪华版,降价急售,¥7.30,新车指导价16.50万(含税),2016-06,8.48万公里,国五,1.2,0次过户,2020-6,2019-6,已过期,1.2T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/xiangyang/f44c6167f86d7a91x.htm
MINI Countryman 2012款 1.6T COOPER S,降价急售,¥15.11,新车指导价36.80万(含税),2013-11,6.52万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hf/4712f0fccd31b528x.htm
大众 高尔夫 2011款 1.6 自动舒适型,严选车,¥5.34,新车指导价15.20万(含税),2011-08,12.1万公里,国四,1.6,0次过户,2019-8,2019-10,已过期,1.6L 105马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/ffe2b4019f72a3dex.htm
别克 英朗 2013款 GT 1.6L 自动时尚版,0过户,¥5.50,新车指导价16.60万(含税),2013-09,3.89万公里,国四,1.6,0次过户,2019-9,2019-9,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jinhua/952293732ee9b744x.htm
起亚 智跑 2015款 2.0L 自动两驱版GLS,0过户,¥11.50,新车指导价18.80万(含税),2016-02,1.62万公里,国四,2.0,0次过户,2020-2,2020-1,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/yichang/400ccd5aabdacc4ax.htm
北汽幻速S3L 2016款 S3L 1.5L 手动尊贵型,降价急售,¥5.10,新车指导价7.60万(含税),2018-08,0.76万公里,国五,1.5,0次过户,2020-8,2019-8,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/b8ac384dfa3a72f6x.htm
菲亚特 菲翔 2015款 1.4T 自动悦享版,降价急售,¥5.81,新车指导价12.50万(含税),2015-03,1.2万公里,国五,1.4,0次过户,2020-3,2020-3,已过期,1.4T 120马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/qd/5c8863f2c42919fdx.htm
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,0过户,¥11.98,新车指导价20.60万(含税),2016-03,4.87万公里,国四,1.5,0次过户,2020-3,2020-2,已过期,1.5T 181马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/aa48b1ed27f13b4ax.htm
丰田 凯美瑞 2016款 2.0E 十周年纪念精英版,降价急售,¥13.36,新车指导价20.40万(含税),2017-06,8.15万公里,国五,2.0,0次过户,2019-6,2019-6,已过期,2.0L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/km/56e69ba082c0af95x.htm
别克 英朗 2015款 15N 自动精英型,0过户,¥6.20,新车指导价13.80万(含税),2015-06,6.85万公里,国五,1.5,0次过户,2019-6,2019-6,2019-6,1.5L 114马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/2e3b0e1eca61bddfx.htm
起亚K3 2016款 1.6L 手动GL,降价急售,¥5.70,新车指导价10.50万(含税),2016-06,5.14万公里,国五,1.6,0次过户,2020-6,2019-6,已过期,1.6L 128马力 L4,6档手动变速箱(MT),https://www.guazi.com/su/107917f641c79bd9x.htm
吉利 帝豪 2015款 三厢 1.5L 手动向上版,降价急售,¥4.38,新车指导价8.70万(含税),2015-12,2.28万公里,国五,1.5,0次过户,2019-12,2019-11,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/wenzhou/8df13368a7754928x.htm
起亚K2 2012款 三厢 1.4L MT GLS纪念版,降价急售,¥3.80,新车指导价8.50万(含税),2014-10,6.11万公里,国四,1.4,0次过户,2020-10,2019-10,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/b1f2e512752acb6ax.htm
大众 宝来 2012款 1.6L 自动时尚型,降价急售,¥4.59,新车指导价13.00万(含税),2012-04,7.01万公里,国四,1.6,1次过户,2020-4,2020-4,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jn/6b9b12d3fc384768x.htm
福特 福克斯 2015款 三厢 EcoBoost 125 手动超能风尚型,降价急售,¥7.50,新车指导价14.00万(含税),2016-04,0.64万公里,国五,1.0,0次过户,2020-4,2019-4,已过期,1.0T 125马力 L3,5档手动变速箱(MT),https://www.guazi.com/km/3cb30e2a86dbfe79x.htm
本田 杰德 2017款 210TURBO CVT豪华版 5座,0过户,¥13.55,新车指导价18.00万(含税),2017-12,1.36万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5T 156马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/nantong/bdc878ebd458da99x.htm
大众 宝来 2013款 1.6L 手动时尚型,降价急售,¥5.73,新车指导价11.70万(含税),2013-06,5.83万公里,国四,1.6,0次过户,2019-6,2019-5,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/xuzhou/6a539f0aba367f94x.htm
福特 福克斯 2012款 三厢 1.6L 手动风尚型,0过户,¥5.10,新车指导价14.40万(含税),2013-10,5.97万公里,国四,1.6,0次过户,2019-10,2019-10,2019-10,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/wx/1267a666a98a3606x.htm
福特 福克斯 2015款 三厢 EcoBoost 180 自动精英型,降价急售,¥7.82,新车指导价16.30万(含税),2016-08,4.25万公里,国四,1.5,0次过户,2020-8,2019-7,已过期,1.5T 181马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/liuzhou/9806727dd88a67a4x.htm
现代 朗动 2012款 1.6L 手动领先型,0过户,¥6.50,新车指导价12.60万(含税),2015-12,3.36万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 128马力 L4,6档手动变速箱(MT),https://www.guazi.com/su/2f16c1a3c03dc94dx.htm
大众 朗逸 2013款 改款经典 1.6L 手动舒适版,降价急售,¥6.05,新车指导价13.70万(含税),2014-04,6.33万公里,国四,1.6,0次过户,2020-4,2020-4,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/huaian/1c516b1ab4731450x.htm
大众 途安 2015款 1.4T 手动风尚版5座,降价急售,¥7.30,新车指导价15.20万(含税),2016-07,6.57万公里,国五,1.4,1次过户,2020-7,2020-3,2020-3,1.4T 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/8e85d9d69df7d4e3x.htm
凯迪拉克ATS-L 2017款 28T 技术型,降价急售,¥18.60,新车指导价29.70万(含税),2018-02,1.43万公里,国五,2.0,0次过户,2020-2,2020-2,已过期,2.0T 279马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/hf/71f5cefe2dde393cx.htm
福特 翼搏 2013款 1.5L 自动尊贵型,严选车,5.26,原价6.05万,2014-09,7.16万公里,国四,1.5,0次过户,2020-9,2019-9,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/xa/953b9a33f4dd3705x.htm
江淮 瑞风S7 2017款 2.0T 手动舒适型,严选车,7.12,原价8.26万,2019-03,0.01万公里,国五,2.0,1次过户,2021-3,2020-3,已过期,2.0T 190马力 L4,6档手动变速箱(MT),https://www.guazi.com/xa/358bb6754759a910x.htm
现代ix35 2015款 2.0L 自动两驱舒适型 国V,降价急售,¥10.00,新车指导价17.80万(含税),2017-01,3.2万公里,国五,2.0,0次过户,2021-1,2020-1,已过期,2.0L 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jiaxing/9f3b18c4d29decfcx.htm
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,降价急售,¥4.70,新车指导价8.10万(含税),2016-03,4.97万公里,国五,1.5,0次过户,2020-3,已过期,已过期,1.5L 113马力 L4,6档手动变速箱(MT),https://www.guazi.com/ty/8f251604c179c548x.htm
大众 捷达 2015款 1.4L 手动时尚型,降价急售,¥4.70,新车指导价9.00万(含税),2016-05,5.99万公里,国五,1.4,0次过户,2020-5,2019-5,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/a69478c12264e8f1x.htm
三菱 劲炫ASX 2013款 2.0L CVT两驱精英版,降价急售,¥10.30,新车指导价15.20万(含税),2016-08,2.63万公里,国四,2.0,0次过户,2020-8,2019-7,已过期,2.0L 167马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cq/e54e814ecbe4bcc2x.htm
本田 杰德 2013款 1.8L 自动舒适版 5座,,¥8.50,新车指导价16.30万(含税),2013-12,8.09万公里,国四,1.8,1次过户,2019-12,2019-12,已过期,1.8L 141马力 L4,5档自动变速箱(AT),https://www.guazi.com/fz/9c1fdb820310bd4fx.htm
别克 君威 2015款 1.6T 领先技术型,降价急售,¥11.46,新车指导价20.60万(含税),2017-08,2.26万公里,国五,1.6,1次过户,2019-8,2019-7,已过期,1.6T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jiaxing/d284fb9a5e971e00x.htm
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,降价急售,¥7.00,新车指导价9.30万(含税),2018-03,1.81万公里,国五,1.5,0次过户,2020-3,2020-3,已过期,1.5L 107马力 L4,8档无级变速箱(CVT),https://www.guazi.com/su/5d336dc36ed8113cx.htm
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,降价急售,¥6.05,新车指导价13.60万(含税),2013-09,14.59万公里,国四,1.6,0次过户,2019-9,2019-7,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/27118396390dba1ax.htm
日产 蓝鸟 2016款 1.6L CVT智酷版,降价急售,¥8.90,新车指导价14.30万(含税),2016-05,5.63万公里,国五,1.6,0次过户,2020-5,2019-5,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sy/cb772e44f6d7254cx.htm
江淮 瑞风S3 2016款 1.5L CVT豪华智能型,降价急售,¥5.00,新车指导价9.20万(含税),2015-12,5.74万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5L 113马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/yibin/6428a495010086c4x.htm
荣威360 2015款 20T TST尊享版,降价急售,¥6.50,新车指导价11.70万(含税),2016-02,3.62万公里,国五,1.4,0次过户,2020-2,2020-1,已过期,1.4T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cs/da722f0f88403444x.htm
丰田 卡罗拉 2012款 炫装版 1.8L 手动GL-i,降价急售,¥6.05,新车指导价15.40万(含税),2012-11,4.6万公里,国四,1.8,1次过户,2019-11,2019-11,已过期,1.8L 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/sy/3092ea5074e6fc30x.htm
标致308 2012款 1.6L 手动优尚型,0过户,¥4.00,新车指导价11.30万(含税),2013-03,8.21万公里,国四,1.6,0次过户,2020-3,2020-3,已过期,1.6L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/yantai/994bf914dfc3971bx.htm
宝骏560 2016款 1.8L iAMT豪华型,降价急售,¥6.00,新车指导价9.50万(含税),2016-11,3.73万公里,国五,1.8,0次过户,2020-11,2019-11,已过期,1.8L 137马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/foshan/4477dd6aa76ffb8fx.htm
别克 英朗 2018款 15T 双离合精英型 国V,准新车,¥8.40,新车指导价13.80万(含税),2018-06,1.89万公里,国五,1.0,0次过户,2020-6,2019-6,已过期,1.0T 125马力 L3,6档双离合变速箱(DCT),https://www.guazi.com/su/7603e871f510159bx.htm
哈弗H2 2016款 红标 1.5T 手动两驱豪华型,,¥6.25,新车指导价11.90万(含税),2015-12,2.16万公里,国四,1.5,1次过户,2019-12,2019-12,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/cc/eb1ee8796da784c7x.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,0过户,¥6.30,新车指导价14.00万(含税),2014-07,6.42万公里,国四,1.5,0次过户,2020-7,2019-7,2019-7,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/weifang/0b902d6d19bf18fdx.htm
吉利 远景 2015款 1.5L 手动幸福型,降价急售,¥3.20,新车指导价6.40万(含税),2016-01,5.69万公里,国五,1.5,0次过户,2020-1,2020-1,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/nc/bd643f93d7b25aefx.htm
别克 英朗 2016款 15N 手动精英型,0过户,¥5.80,新车指导价12.70万(含税),2016-04,4.54万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5L 114马力 L4,5档手动变速箱(MT),https://www.guazi.com/su/a36f3c905038ece3x.htm
雪佛兰 创酷 2016款 1.4T 手动两驱舒适天窗版,降价急售,¥6.11,新车指导价11.90万(含税),2017-03,2.58万公里,国五,1.4,1次过户,2019-3,2020-1,已过期,1.4T 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/baoding/c641cafd55df29eex.htm
福特 福克斯 2015款 两厢 1.6L 手动风尚型,0过户,¥6.50,新车指导价13.70万(含税),2016-05,5.38万公里,国五,1.6,0次过户,2020-5,2020-4,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/nj/fc8c5aec36401641x.htm
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,0过户,¥6.25,新车指导价11.90万(含税),2016-01,1.37万公里,国四,1.8,0次过户,2020-1,2019-12,已过期,1.8L 124马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/yichang/2d7640c5411b4af2x.htm
现代 全新胜达 2015款 2.4L 自动两驱智能型 5座,0过户,¥14.30,新车指导价26.00万(含税),2016-09,3.33万公里,国五,2.4,0次过户,2020-9,2019-9,已过期,2.4L 189马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/1b1be9f9ab17bd6fx.htm
大众 桑塔纳 2015款 1.6L 自动舒适版,,¥6.00,新车指导价12.40万(含税),2015-10,2.67万公里,国五,1.6,1次过户,2019-10,2019-9,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/hrb/4c84a5bfcaa0f3b5x.htm
宝马3系GT 2013款 328i 风尚设计套装(进口),降价急售,¥26.05,新车指导价57.70万(含税),2015-06,3.36万公里,国四,2.0,0次过户,2019-6,2019-5,已过期,2.0T 245马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sh/92c3fc5e7ba31ddbx.htm
凯迪拉克XTS 2016款 28T 技术型,0过户,¥19.60,新车指导价38.00万(含税),2016-09,1.83万公里,国五,2.0,0次过户,2020-9,2019-9,已过期,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/wh/edbb2eb9016d76c8x.htm
Jeep 指南者 2014款 改款 2.4L 四驱舒适版(进口),0过户,¥11.40,新车指导价26.70万(含税),2014-11,7.55万公里,国四,2.4,0次过户,2020-11,2019-12,已过期,2.4L 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/9e93898c2e98ad9fx.htm
别克 英朗 2016款 15N 手动精英型,降价急售,¥6.10,新车指导价12.70万(含税),2016-08,5.99万公里,国五,1.5,0次过户,2020-8,2019-8,已过期,1.5L 114马力 L4,5档手动变速箱(MT),https://www.guazi.com/nj/912ab5a4d9e0bc5fx.htm
大众 桑塔纳 2013款 1.4L 手动风尚版,,¥4.38,新车指导价9.20万(含税),2016-09,3.44万公里,国四,1.4,1次过户,2020-9,2019-7,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/501d78b5bd179889x.htm
福特 福克斯 2013款 两厢经典 1.8L 手动时尚型,降价急售,¥4.20,新车指导价12.20万(含税),2013-09,4.85万公里,国四,1.8,0次过户,2019-9,2019-6,2019-6,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/sh/d8824ec91a62f026x.htm
雪佛兰 科帕奇 2012款 2.4L 四驱旗舰版 7座,降价急售,¥8.30,新车指导价28.60万(含税),2013-01,9.32万公里,国四,2.4,2次过户,2020-1,2020-1,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/f88215ddc257d0e9x.htm
铃木 利亚纳A6 2015款 两厢 1.4L 手动畅想型,降价急售,¥3.20,新车指导价6.10万(含税),2015-11,4.55万公里,国四,1.4,0次过户,2019-11,2019-10,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/440357bb52012608x.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,降价急售,¥6.80,新车指导价14.00万(含税),2016-02,6.7万公里,国四,1.5,0次过户,2020-2,2020-2,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/baoding/dd78a02aa7cf1b9ax.htm
大众 高尔夫 2011款 1.6 自动舒适型,降价急售,¥6.17,新车指导价15.20万(含税),2011-09,11.21万公里,国四,1.6,0次过户,2019-9,2019-8,已过期,1.6L 105马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hf/5f55cfce7225b4aex.htm
比亚迪 速锐 2014款 1.5L 手动豪华型,0过户,¥3.10,新车指导价7.90万(含税),2014-09,5.21万公里,国四,1.5,0次过户,2020-9,2019-9,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/shaoxing/93373233686e978ax.htm
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,0过户,¥10.93,新车指导价22.00万(含税),2013-11,3.84万公里,国四,2.0,0次过户,2019-11,2019-11,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nantong/ca9b274e42ddea2fx.htm
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,降价急售,¥7.50,新车指导价21.40万(含税),2014-03,7.12万公里,国四,2.0,1次过户,2020-3,2020-3,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xuzhou/10a3715d67bb1d25x.htm
福特 福克斯 2012款 两厢 1.6L 自动风尚型,降价急售,¥6.50,新车指导价15.60万(含税),2014-10,4.25万公里,国四,1.6,0次过户,2020-10,2019-10,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/e9a1204071c244e6x.htm
荣威950 2012款 2.0L 典雅版,0过户,¥6.66,新车指导价23.30万(含税),2014-08,8.42万公里,国四,2.0,0次过户,2020-8,2019-8,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/wh/833069a219619ec9x.htm
吉利 帝豪 2015款 三厢 1.5L 手动向上版,0过户,¥3.80,新车指导价8.70万(含税),2015-11,6.9万公里,国五,1.5,0次过户,2019-11,2019-11,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/jn/69ef1ceda5dd4348x.htm
马自达 昂克赛拉 2017款 两厢 2.0L 自动豪华型,降价急售,¥12.82,新车指导价16.30万(含税),2018-10,0.26万公里,国五,2.0,0次过户,2020-10,2019-10,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/langfang/f2585433ee83be5ex.htm
大众 途安 2011款 1.4T 自动智雅版5座,降价急售,¥7.20,新车指导价19.40万(含税),2012-10,13.98万公里,国四,1.4,0次过户,2019-10,2019-10,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/su/55f35db49efefa86x.htm
大众 朗行 2015款 1.6L 自动舒适版,0过户,¥8.55,新车指导价15.20万(含税),2016-09,4.25万公里,国五,1.6,0次过户,2020-9,2019-9,2019-9,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/5b79b68fcab97267x.htm
别克 英朗 2013款 GT 1.6L 自动时尚版,降价急售,¥6.10,新车指导价16.60万(含税),2014-05,6.2万公里,国四,1.6,0次过户,2020-5,2019-5,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xuzhou/62716f6accfffb57x.htm
雪铁龙 世嘉 2012款 三厢 1.6L 自动品享型,降价急售,¥4.70,新车指导价14.00万(含税),2012-07,7.96万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 106马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cd/4da2d1e114b0e161x.htm
宝马3系 2017款 320Li 时尚型,降价急售,¥26.80,新车指导价35.40万(含税),2017-08,2.5万公里,国五,2.0,0次过户,2019-8,2019-7,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/jn/11397c9c0dae4a02x.htm
奔腾X80 2016款 2.0L 自动舒适型,降价急售,¥7.50,新车指导价14.50万(含税),2016-08,2.53万公里,国五,2.0,0次过户,2020-8,2019-8,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zibo/977e0e3074d4cbe0x.htm
别克GL8 2017款 ES 28T 舒适型 国V,0过户,¥25.52,新车指导价31.50万(含税),2017-05,2.33万公里,国五,2.0,0次过户,2019-5,2019-5,已过期,2.0T 260马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/8d28812aa854d8a3x.htm
斯柯达 明锐 2012款 1.6L 自动逸杰版,降价急售,¥5.76,新车指导价15.30万(含税),2013-02,3.77万公里,国四,1.6,0次过户,2020-2,2020-2,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cc/fae00604d0b8db76x.htm
标致307 2013款 1.6L 手动CROSS,降价急售,¥3.20,新车指导价11.10万(含税),2014-07,6.12万公里,国四,1.6,0次过户,2020-7,2019-7,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/yangzhou/2f2c04a7123620cdx.htm
铃木 天语 尚悦 2011款 1.6L 手动舒适型,0过户,¥3.10,新车指导价8.70万(含税),2012-05,5.62万公里,国四,1.6,0次过户,2020-5,2019-9,已过期,1.6L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dl/f4e56909258062c1x.htm
大众 宝来 2016款 1.6L 自动时尚型,0过户,¥8.30,新车指导价13.00万(含税),2017-01,1万公里,国五,1.6,0次过户,2021-1,2020-1,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/f4252baf396d0de2x.htm
雪佛兰 创酷 2014款 1.4T 自动两驱豪华型,降价急售,¥7.30,新车指导价14.50万(含税),2015-10,4.99万公里,国五,1.4,0次过户,2019-10,2019-10,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/liuzhou/a8ad635db65f88a4x.htm
福特 翼虎 2015款 2.0L GTDi 四驱运动型,0过户,¥14.20,新车指导价28.50万(含税),2015-09,4.51万公里,国五,2.0,0次过户,2019-9,2019-10,已过期,2.0T 242马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/6f8e6ae3d0156a2fx.htm
别克 昂科威 2018款 20T 两驱精英型,降价急售,¥17.72,新车指导价25.00万(含税),2018-12,0.43万公里,国五,1.5,0次过户,2020-12,2019-11,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zibo/92ffe11ec8644471x.htm
福特 翼虎 2015款 1.5L GTDi 两驱舒适型,0过户,¥13.00,新车指导价21.00万(含税),2016-04,4.48万公里,国五,1.5,0次过户,2020-4,2019-12,已过期,1.5T 181马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/1b2eed4f43238beax.htm
大众 途观 2012款 1.8TSI 自动四驱风尚版,降价急售,¥10.40,新车指导价27.20万(含税),2012-08,12.03万公里,国四,1.8,0次过户,2019-8,2019-8,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/0ae29947136e3568x.htm
