车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
MINI 2014款 1.2T ONE+,降价急售,¥14.60,新车指导价24.40万(含税),2015-11,2.48万公里,国四,1.2,2次过户,2019-11,2019-11,已过期,1.2T 102马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/cd/1bc7ed5d3edeeb91x.htm
菲亚特 菲翔 2012款 1.4T 自动劲享版,0过户,¥5.00,新车指导价15.10万(含税),2014-09,7.03万公里,国五,1.4,0次过户,2020-9,2019-9,已过期,1.4T 120马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/su/f3b1df852b3b2d98x.htm
雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,降价急售,¥5.00,新车指导价13.90万(含税),2013-12,5.81万公里,国四,1.6,1次过户,2019-12,2019-12,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/88cc1a5c9b01d5cdx.htm
大众POLO 2016款 1.4L 手动风尚型,0过户,¥5.20,新车指导价8.20万(含税),2016-01,3.82万公里,国五,1.4,0次过户,2020-1,2020-1,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/wh/5fe8361c36e279b7x.htm
奥迪Q5 2017款 Plus 40 TFSI 技术型,严选车,¥31.60,新车指导价46.40万(含税),2018-06,0.81万公里,国五,2.0,0次过户,2020-6,2019-6,已过期,2.0T 230马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/cd/805eb140c35757b6x.htm
长安 逸动 2013款 1.6L 手动豪华型 国V,严选车,3.20,原价3.38万,2013-07,4.67万公里,国四,1.6,2次过户,2019-7,2019-6,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/972c12212a50596fx.htm
现代 索纳塔八 2014款 2.0L 自动豪华版,严选车,9.31,原价9.89万,2016-01,2.73万公里,国四,2.0,0次过户,2020-1,2020-1,已过期,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/69974bf388ec0fdex.htm
现代 瑞奕 2014款 1.4L 手动GLX,严选车,3.95,原价4.19万,2015-10,4.35万公里,国四,1.4,0次过户,2019-10,2019-10,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/22dffa6d6577f3a5x.htm
大众 速腾 2015款 1.6L 自动舒适型,0过户,¥9.00,新车指导价16.40万(含税),2016-08,4.87万公里,国五,1.6,0次过户,2020-8,2019-8,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/su/0e3059ea3011906fx.htm
荣威550 2014款 550S 1.8L 自动智选版,降价急售,¥5.50,新车指导价14.10万(含税),2015-06,3.84万公里,国五,1.8,0次过户,2019-6,2019-6,已过期,1.8L 133马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/nb/dffc63efdf6f7d1ax.htm
比亚迪S7 2015款 2.0T 升级版 自动尊贵型,严选车,¥6.09,新车指导价14.10万(含税),2015-01,7.38万公里,国五,2.0,0次过户,2021-1,2020-1,已过期,2.0T 205马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/c8f570c1a2d64bc4x.htm
长安CS35 2015款 1.6L 自动尊贵型 国IV,0过户,¥5.26,新车指导价10.60万(含税),2015-12,4.32万公里,国四,1.6,0次过户,2019-12,2019-12,2019-12,1.6L 125马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cd/67dd64b583f7132ex.htm
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,降价急售,¥5.21,新车指导价12.80万(含税),2014-09,5.94万公里,国五,1.6,1次过户,2020-9,2019-9,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/yantai/a23459bd7822b087x.htm
本田 歌诗图 2014款 2.4L 豪华导航版,0过户,¥14.56,新车指导价28.90万(含税),2014-08,6.76万公里,国四,2.4,0次过户,2021-8,2019-8,2019-8,2.4L 197马力 L4,5档自动变速箱(AT),https://www.guazi.com/qd/7109aeb11970385ex.htm
雪佛兰 创酷 2014款 1.4T 手动两驱舒适型,严选车,4.83,原价5.13万,2015-04,7.1万公里,国五,1.4,1次过户,2020-4,2020-3,已过期,1.4T 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/cq/138f5119e6691bd5x.htm
比亚迪S7 2015款 2.0T 自动尊贵型,严选车,¥5.79,新车指导价14.10万(含税),2015-04,5.4万公里,国五,2.0,2次过户,2021-4,2020-5,已过期,2.0T 205马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/4632bd6f5d64b190x.htm
宝骏560 2016款 1.8L 手动豪华型,降价急售,¥5.50,新车指导价9.10万(含税),2016-11,4.2万公里,国五,1.8,0次过户,2020-11,2019-11,已过期,1.8L 137马力 L4,6档手动变速箱(MT),https://www.guazi.com/huaian/f686cd694f9d3267x.htm
长安CX20 2014款 1.4L 手动天窗导航版 国IV,降价急售,¥3.05,新车指导价6.50万(含税),2014-11,4.31万公里,国四,1.4,0次过户,2020-11,2019-10,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/sjz/828818bf0381eca3x.htm
别克 昂科拉 2013款 1.4T 自动四驱旗舰型,降价急售,¥6.43,新车指导价21.40万(含税),2013-10,8.46万公里,国四,1.4,0次过户,2019-10,2019-10,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nb/67aee695ec317d5dx.htm
长安 逸动 2014款 1.6L 手动豪华型,降价急售,¥3.35,新车指导价8.70万(含税),2014-05,7.17万公里,国四,1.6,0次过户,2020-5,2019-5,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/xuzhou/59dfbae42bb0c81fx.htm
长安 逸动 2012款 1.6L 手动豪华型 国IV,降价急售,¥3.10,新车指导价8.70万(含税),2013-01,8.54万公里,国四,1.6,1次过户,2020-1,2020-2,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/qd/403e75a3b93b5e26x.htm
大众 高尔夫 2016款 230TSI 自动舒适型,降价急售,¥11.00,新车指导价16.80万(含税),2017-01,2.15万公里,国五,1.4,0次过户,2021-1,2020-1,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/su/23f709f1b430a6ffx.htm
现代 朗动 2015款 1.6L 自动领先型,0过户,¥7.20,新车指导价13.90万(含税),2015-11,6.38万公里,国四,1.6,0次过户,2019-11,2019-12,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nmg/4dc8875166f36c94x.htm
江淮 瑞风S3 2014款 1.5L CVT豪华智能型,降价急售,¥4.10,新车指导价9.20万(含税),2015-08,5.2万公里,国四,1.5,0次过户,2019-8,2019-8,已过期,1.5L 113马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/km/fd1768276dcbc84dx.htm
吉利 博越 2016款 1.8TD 手动智慧型,降价急售,¥7.50,新车指导价14.10万(含税),2016-09,2.98万公里,国五,1.8,0次过户,2020-9,2019-8,已过期,1.8T 163马力 L4,6档手动变速箱(MT),https://www.guazi.com/hz/9730ee56a14e53dcx.htm
Jeep 自由光 2017款 2.4L 领先版智能包,严选车,¥15.29,新车指导价25.60万(含税),2018-01,2.08万公里,国五,2.4,0次过户,2020-1,2020-1,已过期,2.4L 175马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/yibin/697dd8d489d05979x.htm
雪铁龙 爱丽舍 2015款 质尚版 1.6L 手动时尚型,降价急售,¥3.99,新车指导价9.10万(含税),2015-03,4.91万公里,国五,1.6,2次过户,2021-3,2020-3,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/hrb/ebe919c3a8aea01cx.htm
传祺GS5 2012款 2.0L 手动两驱舒适版,0过户,¥4.50,新车指导价13.40万(含税),2013-01,9.64万公里,国四,2.0,0次过户,2021-1,2020-4,已过期,2.0L 147马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/f8766affd005e83bx.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,严选车,¥5.57,新车指导价14.00万(含税),2014-07,4.42万公里,国四,1.5,0次过户,2020-7,2019-7,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/cq/8a91aa2a5a77a019x.htm
福特 福克斯 2012款 三厢 1.6L 自动舒适型,严选车,4.90,原价5.92万,2013-11,8.74万公里,国四,1.6,1次过户,2019-11,2019-11,2019-11,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/db1c5a02a373c69ax.htm
标致3008 2015款 2.0L 自动经典版,降价急售,¥8.86,新车指导价18.60万(含税),2016-05,1.91万公里,国五,2.0,0次过户,2020-5,2019-5,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/b4fb480209b88dc3x.htm
本田CR-V 2012款 2.0L 四驱经典版,严选车,10.03,原价10.5万,2012-11,8.67万公里,国四,2.0,0次过户,2019-11,2019-12,已过期,2.0L 155马力 L4,5档自动变速箱(AT),https://www.guazi.com/cq/b8e3724d204f72e7x.htm
斯柯达 明锐 2010款 1.6L 手动逸致版,严选车,3.11,原价3.53万,2010-07,9.4万公里,国四,1.6,1次过户,2019-7,2019-7,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/26b2b1c606c23011x.htm
中华V5 2012款 1.6L 自动豪华型,降价急售,¥4.50,新车指导价14.10万(含税),2014-09,5.26万公里,国四,1.6,1次过户,2020-9,2019-9,已过期,1.6L 118马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/dl/53d621be0113afaax.htm
大众 途安 2015款 1.4T 手动风尚版5座,0过户,¥7.00,新车指导价15.20万(含税),2016-02,9.3万公里,国五,1.4,0次过户,2020-2,2020-4,已过期,1.4T 131马力 L4,5档手动变速箱(MT),https://www.guazi.com/yangzhou/e7735abd0b49592bx.htm
众泰T600 2015款 1.5T 手动尊贵型,降价急售,¥4.40,新车指导价10.70万(含税),2015-05,2.35万公里,国四,1.5,0次过户,2019-5,2019-5,已过期,1.5T 162马力 L4,5档手动变速箱(MT),https://www.guazi.com/jinhua/2f114da9eb9d522ex.htm
雪佛兰 创酷 2014款 1.4T 自动两驱舒适型,严选车,¥6.32,新车指导价13.20万(含税),2015-05,6.17万公里,国五,1.4,0次过户,2020-5,2020-4,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/4f0c01dd47ef69dfx.htm
丰田 凯美瑞 2012款 200G 经典豪华版,降价急售,¥9.80,新车指导价21.00万(含税),2012-08,12.81万公里,国四,2.0,2次过户,2019-8,2019-10,已过期,2.0L 147马力 L4,4档自动变速箱(AT),https://www.guazi.com/sz/200ae3fb2f9c415ex.htm
福特 福睿斯 2015款 1.5L 手动舒适型,降价急售,¥5.00,新车指导价10.50万(含税),2016-01,3.61万公里,国五,1.5,0次过户,2020-1,2020-1,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/xinxiang/0c0b47eead3a42c7x.htm
奇瑞 瑞虎3 2015款 1.6L 手动智尚纪念版,严选车,3.48,原价3.68万,2015-12,6.28万公里,国四,1.6,0次过户,2019-12,2019-11,已过期,1.6L 126马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/daf5af946f9c7dc9x.htm
凯迪拉克CT6 2016款 28T 豪华型,降价急售,¥27.61,新车指导价53.20万(含税),2016-08,6.54万公里,国五,2.0,1次过户,2020-8,2019-8,已过期,2.0T 276马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/dg/674f1555bc479f10x.htm
本田 思铂睿 2013款 2.4L TYPE-S,降价急售,¥9.59,新车指导价27.80万(含税),2012-11,5.22万公里,国四,2.4,1次过户,2019-11,2020-1,已过期,2.4L 201马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/wh/598eb202633c57fcx.htm
荣威350 2013款 350C 1.5L 手动迅捷版,0过户,¥3.70,新车指导价10.90万(含税),2013-12,4.81万公里,国四,1.5,0次过户,2019-12,2019-12,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/su/775b943276def002x.htm
标致308 2014款 乐享版 经典 1.6L 手动风尚型,严选车,4.64,原价4.89万,2015-06,6.33万公里,国五,1.6,1次过户,2019-6,2019-6,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/aca31cc5ca67d63ex.htm
三菱 翼神 2012款 致尚版 1.8L 手动豪华型,严选车,3.95,原价4.26万,2012-11,14.3万公里,国四,1.8,0次过户,2019-10,2019-11,已过期,1.8L 136马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/0ec98779a802a424x.htm
雪佛兰 爱唯欧 2014款 三厢 1.4SL MT 舒享版,降价急售,¥4.05,新车指导价8.60万(含税),2015-01,4.23万公里,国五,1.4,0次过户,2021-1,2020-1,已过期,1.4L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/jining/849021a652a450cfx.htm
雪佛兰 科鲁兹 2009款 1.6L SE MT,0过户,¥3.55,新车指导价13.00万(含税),2011-08,6.28万公里,国四,1.6,0次过户,2019-8,2019-8,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/sz/945a052ead61055ax.htm
奇瑞 艾瑞泽5 2016款 1.5L CVT领锐版,降价急售,¥4.00,新车指导价8.50万(含税),2016-05,5.22万公里,国五,1.5,0次过户,2020-5,2020-5,已过期,1.5L 116马力 L4,7档无级变速箱(CVT),https://www.guazi.com/bj/70f2475bafb04692x.htm
宝马X3 2016款 sDrive20i(进口),降价急售,¥32.92,新车指导价45.70万(含税),2017-10,1.71万公里,国五,2.0,0次过户,2019-10,2019-9,2019-9,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/linyi/fc88a0a10e08f517x.htm
奥迪Q3 2017款 35 TFSI 时尚型,降价急售,¥20.84,新车指导价30.30万(含税),2018-01,2.82万公里,国五,2.0,0次过户,2020-1,2020-1,已过期,2.0T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dl/5e09c2a70559767ex.htm
标致308S 2015款 1.2T 自动劲驰版,严选车,¥7.88,新车指导价15.70万(含税),2015-09,3.19万公里,国五,1.2,1次过户,2019-9,2019-9,已过期,1.2T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/cd/ffbe31ba3a9c894bx.htm
斯巴鲁 傲虎 2015款 2.5i 豪华导航版,严选车,¥18.15,新车指导价33.30万(含税),2015-12,5万公里,国四,2.5,0次过户,2019-12,2019-12,已过期,2.5L 175马力 H4,6档无级变速箱(CVT),https://www.guazi.com/cd/bce31eeae61774f1x.htm
别克 昂科拉 2014款 1.4T 自动两驱都市领先型,严选车,6.80,原价6.87万,2014-04,11.28万公里,国四,1.4,0次过户,2020-4,2020-4,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/7088b14a77ff5e1ax.htm
斯柯达Yeti 2014款 1.4TSI DSG极地版,降价急售,¥8.65,新车指导价21.80万(含税),2015-11,5.21万公里,国四,1.4,0次过户,2019-11,2019-10,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/jinhua/0876c5ec36309907x.htm
福特 翼虎 2013款 2.0L GTDi 四驱运动型,降价急售,¥10.30,新车指导价28.50万(含税),2014-01,10.83万公里,国四,2.0,0次过户,2020-1,2020-1,已过期,2.0T 242马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/a122580e2c2618d7x.htm
三菱 劲炫ASX 2013款 2.0L CVT两驱精英版,严选车,¥6.61,新车指导价15.20万(含税),2014-06,4.34万公里,国四,2.0,1次过户,2020-6,2019-6,已过期,2.0L 167马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cd/0c5867af755dd614x.htm
传祺GS4 2017款 235T 自动两驱豪华智联版,降价急售,¥10.50,新车指导价15.60万(含税),2017-08,3.59万公里,国五,1.5,0次过户,2019-8,2019-8,已过期,1.5T 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jstaizhou/fbed0579cf1efdfcx.htm
别克 英朗 2013款 GT 1.6L 手动进取版,0过户,¥5.40,新车指导价14.90万(含税),2013-11,7.89万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/deyang/2543baf0d13f5b38x.htm
丰田 普拉多 2016款 2.7L 自动标准版,降价急售,¥38.55,新车指导价42.30万(含税),2016-01,3.16万公里,国五,2.7,0次过户,2020-1,2019-12,已过期,2.7L 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jilin/d296190a1f30a5b8x.htm
标致2008 2014款 1.6L 手动时尚版,严选车,¥5.10,新车指导价12.10万(含税),2015-12,6.39万公里,国五,1.6,0次过户,2019-12,2019-11,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/yibin/4c34bcfd14011060x.htm
MG6 2014款 掀背 1.8L 自动驾值版,降价急售,¥4.55,新车指导价14.10万(含税),2013-12,8.62万公里,国四,1.8,0次过户,2019-12,2020-2,已过期,1.8L 133马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/bj/7a0241ee6e56852ex.htm
Smart smart fortwo 2012款 1.0 MHD 硬顶标准版,0过户,¥6.00,新车指导价12.50万(含税),2014-09,2.87万公里,国四,1.0,0次过户,2020-9,2019-9,已过期,1.0L 70马力 L3,5档机械式自动变速箱(AMT),https://www.guazi.com/cd/a609363778f81928x.htm
大众 捷达 2015款 质惠版 1.6L 手动时尚型,降价急售,¥4.65,新车指导价9.30万(含税),2015-09,10.13万公里,国五,1.6,0次过户,2019-9,2019-9,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/sjz/5c62e36d311c4711x.htm
标致308 2014款 乐享版 经典 1.6L 手动优尚型,严选车,¥4.90,新车指导价11.50万(含税),2016-05,3.06万公里,国五,1.6,1次过户,2020-5,2019-5,2019-5,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/48ef73742b6b2e76x.htm
现代 全新胜达 2013款 2.4L 自动两驱智能型,降价急售,¥12.30,新车指导价27.10万(含税),2015-01,4.79万公里,国四,2.4,2次过户,2021-1,2020-4,已过期,2.4L 189马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/weifang/92a5d6cb4da76158x.htm
菲亚特 菲翔 2012款 1.4T 自动悦享版,降价急售,¥5.05,新车指导价13.30万(含税),2014-10,5.63万公里,国五,1.4,0次过户,2020-10,2019-10,已过期,1.4T 120马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/b4a726dd3c2ef2ebx.htm
大众POLO 2014款 1.4L 手动风尚版,0过户,¥3.80,新车指导价8.20万(含税),2014-10,7.13万公里,国四,1.4,0次过户,2020-10,2019-10,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/ty/b88ec0c12f8797dex.htm
福特 福克斯 2012款 三厢 1.6L 手动风尚型,严选车,¥6.08,新车指导价14.40万(含税),2015-07,4.72万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/ad4defb8e4f645c4x.htm
日产 奇骏 2014款 2.0L CVT舒适版 2WD,降价急售,¥14.32,新车指导价21.40万(含税),2016-03,4.91万公里,国五,2.0,0次过户,2020-3,2020-3,已过期,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/sh/7ed752dab7812368x.htm
大众 捷达 2015款 质惠版 1.6L 手动时尚型,,¥5.00,新车指导价9.30万(含税),2016-04,4.78万公里,国五,1.6,1次过户,2022-4,2020-4,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/c44c482b161664a2x.htm
日产 逍客 2010款 20X雷 CVT 2WD,降价急售,¥5.42,新车指导价20.50万(含税),2010-12,10.13万公里,国四,2.0,2次过户,2019-12,2020-1,已过期,2.0L 139马力 L4,6档无级变速箱(CVT),https://www.guazi.com/nmg/b70ad143fb43bff5x.htm
大众 朗逸 2013款 1.6L 自动豪华版,降价急售,¥6.60,新车指导价15.90万(含税),2013-03,12.94万公里,国四,1.6,1次过户,2020-3,2019-10,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/anshan/146a660c1fba301ex.htm
启辰T70X 2015款 2.0L CVT睿享运动版,降价急售,¥7.30,新车指导价14.50万(含税),2016-06,2.86万公里,国五,2.0,0次过户,2020-6,2019-5,已过期,2.0L 144马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dl/d774f684d7d500cex.htm
日产 逍客 2011款 2.0XL 火 CVT 2WD,降价急售,¥6.98,新车指导价17.90万(含税),2012-01,7.31万公里,国四,2.0,1次过户,2020-1,2020-1,已过期,2.0L 144马力 L4,6档无级变速箱(CVT),https://www.guazi.com/jn/52cdb78135a609d0x.htm
别克 英朗 2015款 15N 手动进取型,0过户,¥5.60,新车指导价11.90万(含税),2015-12,6.56万公里,国五,1.5,0次过户,2019-12,2019-12,2019-12,1.5L 114马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/7f745328340eacbdx.htm
本田CR-V 2012款 2.0L 两驱都市版,降价急售,¥11.46,新车指导价21.00万(含税),2013-01,7.59万公里,国四,2.0,0次过户,2020-1,2020-1,2020-1,2.0L 155马力 L4,5档自动变速箱(AT),https://www.guazi.com/qd/8010109aff77d552x.htm
长城M4 2014款 1.5L 手动舒适型,0过户,¥3.70,新车指导价7.00万(含税),2014-07,4.09万公里,国四,1.5,0次过户,2020-7,2019-7,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/nmg/98c3d5f4019c489dx.htm
起亚 索兰托 2013款 2.4L 5座汽油舒适版 国V(进口),严选车,9.89,原价10.85万,2013-08,7.45万公里,国五,2.4,0次过户,2019-8,2019-8,已过期,2.4L 190马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/2c921d4b1b11c811x.htm
日产 轩逸 2012款 经典 1.6XE 手动舒适版,降价急售,¥5.30,新车指导价10.80万(含税),2015-10,7.32万公里,国五,1.6,0次过户,2019-10,2019-10,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/86ff0b3a488e1b3ex.htm
雪佛兰 科鲁兹 2013款 1.8L SE AT,降价急售,¥5.50,新车指导价14.90万(含税),2013-09,3.34万公里,国四,1.8,0次过户,2019-9,2019-9,已过期,1.8L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/47580ab6418a32d6x.htm
奥迪A3 2015款 Limousine 35 TFSI 百万纪念智领型,降价急售,¥15.70,新车指导价25.40万(含税),2016-02,2.11万公里,国五,1.4,0次过户,2020-2,2020-2,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/403250065c76a4c3x.htm
本田 雅阁 2018款 260TURBO 旗舰版,降价急售,¥20.50,新车指导价24.90万(含税),2019-01,0.11万公里,国五,1.5,0次过户,2021-1,2020-1,2020-1,1.5T 194马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/gz/ba25ba87fb032defx.htm
大众 途观 2010款 2.0TSI 自动四驱菁英版,降价急售,¥9.26,新车指导价30.60万(含税),2011-04,8.81万公里,国四,2.0,5次过户,2020-4,2019-5,已过期,2.0T 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/9fbf3b8ccdf64f38x.htm
福特 福克斯 2012款 两厢 1.6L 自动舒适型,0过户,¥5.22,新车指导价14.20万(含税),2014-05,9.09万公里,国四,1.6,0次过户,2020-5,2019-5,2019-5,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/0ea0aed33e62dad6x.htm
别克 君越 2012款 2.4L SIDI豪华版,降价急售,¥9.07,新车指导价29.90万(含税),2013-04,7.89万公里,国四,2.4,1次过户,2020-4,2020-3,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/4f190567bae188a9x.htm
起亚K3 2016款 1.6L 自动GLS,降价急售,¥6.78,新车指导价12.90万(含税),2017-08,2.72万公里,国五,1.6,0次过户,2019-8,2019-8,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/35e6b18c82e89536x.htm
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,0过户,¥8.00,新车指导价15.00万(含税),2014-11,6.87万公里,国四,1.6,0次过户,2020-11,2019-10,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gy/ec06dc9084e38fa9x.htm
雪佛兰 科帕奇 2013款 2.4L 两驱城市版 7座,严选车,¥8.05,新车指导价24.60万(含税),2013-12,10.03万公里,国四,2.4,1次过户,2019-12,2019-12,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/55ed64693196f0cbx.htm
现代 途胜 2013款 2.0L 手动两驱时尚型,严选车,5.71,原价6.05万,2015-02,5.76万公里,国四,2.0,0次过户,2021-2,2021-1,已过期,2.0L 141马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/c3c5ed7bb4cc3e76x.htm
日产 阳光 2011款 1.5XL CVT豪华版,降价急售,¥4.20,新车指导价11.20万(含税),2011-08,2.69万公里,国四,1.5,0次过户,2019-8,2019-8,已过期,1.5L 112马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/luoyang/db6fc3bc83e5c92ex.htm
标致2008 2014款 1.6L 自动潮流版,严选车,5.17,原价5.51万,2014-09,3.92万公里,国五,1.6,1次过户,2020-9,2019-8,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/32ce6f6565cb390bx.htm
起亚K5 2015款 2.0L 自动LUX,严选车,9.71,原价10.29万,2015-07,5.08万公里,国四,2.0,0次过户,2019-7,2019-7,已过期,2.0L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/71cbfc8ebe7ebe9ax.htm
大众 途观 2015款 1.8TSI 自动两驱舒适版,0过户,¥14.00,新车指导价25.80万(含税),2014-09,5.71万公里,国五,1.8,0次过户,2020-9,2019-9,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/baotou/0db03ee291839518x.htm
雪佛兰 创酷 2014款 1.4T 自动两驱豪华型,严选车,6.57,原价7.04万,2014-08,4.08万公里,国五,1.4,0次过户,2020-8,2019-9,2019-9,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/ee4f5541eb9abc5fx.htm
奥迪Q3 2013款 35 TFSI quattro 舒适型,严选车,14.47,原价15.23万,2014-04,5.49万公里,国四,2.0,0次过户,2020-4,2020-4,已过期,2.0T 170马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cq/c59907f9b2d8e376x.htm
长安CS75 2014款 2.0L 手动豪华型 国IV,严选车,¥6.25,新车指导价12.80万(含税),2015-07,4.45万公里,国四,2.0,0次过户,2019-7,2019-6,已过期,2.0L 158马力 L4,6档手动变速箱(MT),https://www.guazi.com/mianyang/93dcaf175f375a24x.htm
现代ix25 2015款 1.6L 自动两驱尊贵型DLX,0过户,¥9.37,新车指导价17.00万(含税),2015-11,3.61万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 125马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/327a2de303f73646x.htm
哈弗M6 2017款 1.5T 手动两驱都市型,准新车,¥6.50,新车指导价9.70万(含税),2018-02,2.77万公里,国五,1.5,0次过户,2020-2,2020-2,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/linyi/8cb230d2ac009d26x.htm
日产 逍客 2016款 2.0L CVT豪华版,降价急售,¥11.46,新车指导价18.20万(含税),2016-08,4.9万公里,国五,2.0,0次过户,2020-8,2019-8,已过期,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/fz/4d4da908fc44bd5fx.htm
